Event, subcl, eta_center, phi_center, time_center, eta_sig, phi_sig, etaphi_cov, timeeta_cov, energy, sw+
1823, 0, 1.04251, 4.42814, -0.142504, 0.0183361, 0.032911, 0.0153796, -0.112795, 76.2267, 0.925124
1828, 0, 0.805048, 1.49261, 0.251075, 0.0187171, 0.0192755, 0.000736897, -0.0333666, 517.879, 0.147461
1828, 1, 0.0336054, 2.26025, 0.1089, 0.0191789, 0.0191551, 0.00394465, -0.151786, 65.183, 0.245723
1841, 0, -0.821331, 1.66438, 0.179184, 0.0183778, 0.0191629, 0.00686379, 0.045605, 371.14, 0.278552
1842, 0, 0.540914, 5.24759, -0.026381, 0.0183033, 0.0191247, 0.00628057, 0.0345246, 408.934, 0.252124
1845, 0, 0.292815, 1.91109, 0.014628, 0.01897, 0.0197474, -0.0139691, 0.0227924, 417.611, 0.201161
1849, 0, -0.563258, 0.509555, 0.121487, 0.0196982, 0.0200339, 0.0151646, -0.0464177, 449.314, 0.570368
1854, 0, 0.817132, 5.91199, -0.12874, 0.0189754, 0.0191907, -0.00540837, 0.0276863, 43.2025, 0.549512
1857, 0, 0.779449, 2.2824, 0.0748593, 0.0186847, 0.0567119, -0.147533, -0.141856, 36.2933, 0.273179
1859, 0, 0.087942, 3.29354, 0.317079, 0.0183902, 0.0191432, 0.00507268, 0.157947, 38.2603, 0.542618
1863, 0, 0.925961, 2.78196, 0.323154, 0.0216208, 0.0183961, 0.0112244, 0.0974297, 18.3559, 0.740694
1867, 0, -0.171603, 3.09894, -0.278968, 0.0185494, 0.0185213, -0.00532562, -0.201714, 52.9103, 0.220837
1869, 0, 1.0797, 3.23877, -1.3673, 0.0236011, 0.0187606, 0.0460367, 0.13748, 19.1586, 0.994667
1872, 0, 0.189794, 5.27588, -0.0831639, 0.0182522, 0.0191343, 0.00530074, -0.122208, 45.5227, 0.283697
1874, 0, 0.816418, 3.69658, 0.501667, 0.0235076, 0.0243353, 0.0364073, 0.0184483, 41.7391, 0.880601
1877, 0, 0.892092, 5.59329, 0.118034, 0.0190991, 0.0186674, -0.00728179, -0.0516793, 167.318, 0.255476
1879, 0, -1.09604, 1.68703, 0.151098, 0.0185291, 0.0218197, -0.00811767, -0.000172208, 816.3, 0.245009
1888, 0, -0.363312, 0.180918, 0.118512, 0.0197073, 0.0213983, -0.0976194, -0.17678, 211.174, 0.112596
1891, 0, -0.729513, 3.82067, -0.0112035, 0.0182717, 0.0198419, 0.0158622, -0.00478552, 107.929, 0.781406
1892, 0, 1.23831, 4.04134, 0.0868481, 0.0184334, 0.0188303, 0.00147376, -0.00679263, 508.926, 0.181937
1899, 0, 0.232966, 3.06999, -0.397089, 0.0197401, 0.03573, 0.0147473, 0.0146589, 105.346, 1.37403
1904, 0, -0.136967, 0.63539, -0.112465, 0.0181473, 0.0187322, -0.0176148, -0.123785, 29.8798, 0.257376
1907, 0, 0.97439, 6.21605, 0.194698, 0.0183327, 0.0203231, -0.00163597, 0.00220067, 117.398, 0.836516
1911, 0, 0.431822, 0.196231, -0.0864276, 0.0189285, 0.0208767, 0.00872386, 0.0347402, 170.796, 0.573547
1912, 0, 0.368286, 0.298168, -0.76183, 0.018994, 0.0194389, -0.0141014, 0.13436, 39.0501, 1.01906
1917, 0, 0.558054, 5.22897, -0.412591, 0.0182467, 0.0186176, 0.00122708, 0.142645, 64.519, 0.206457
1920, 0, -1.15706, 3.44967, -0.0648997, 0.0196744, 0.0192834, -0.00910503, -0.0392731, 196.709, 0.577524
1926, 0, -0.0505262, 5.99748, 0.182899, 0.0189165, 0.019686, -0.00471335, 0.108815, 373.942, 0.406782
1929, 0, 0.961049, 2.87842, 0.266175, 0.0230499, 0.0235778, -0.263437, 0.356263, 16.7134, 1.25356
1930, 0, 0.921771, 2.79328, 0.0351801, 0.0211257, 0.0398665, 0.0220817, 0.229125, 52.5305, 0.65062
1931, 0, -0.892817, 6.20369, 0.346234, 0.0192827, 0.0188381, 0.00942272, -0.0372892, 182.43, 0.322918
1939, 0, 0.875541, 1.741, 0.496525, 0.0199357, 0.0206109, 0.149593, 0.148694, 187.524, 0.170702
1942, 0, 0.098053, 2.70056, -0.224995, 0.0230652, 0.0237176, 0.00667601, 0.0782162, 100.733, 0.60673
1946, 0, 0.923008, 3.01309, 0.268093, 0.0183264, 0.0187807, 0.00504742, 0.10315, 668.417, 0.172003
1948, 0, 1.3786, 6.18517, 0.332158, 0.0194085, 0.0194193, -0.0235824, -0.195873, 926.449, 0.55665
1951, 0, -0.297046, 6.15404, 0.415679, 0.0184244, 0.0184496, -0.0118809, 0.112697, 33.7914, 0.182352
1967, 0, -1.34706, 0.247027, -0.385085, 0.0193659, 0.044122, -0.0687952, -0.00310766, 59.3332, 1.0133
1970, 0, -0.760815, 5.48796, -0.131741, 0.0231329, 0.0187511, -0.0475049, 0.262099, 21.3647, 1.09025
198, 0, -1.31144, 6.12019, -0.170065, 0.0220486, 0.0231289, 0.0893595, -0.249635, 118.452, 0.488493
1979, 0, 0.541415, 2.89799, 0.0877323, 0.01837, 0.0202413, -0.00176161, 0.115279, 141.666, 0.819002
1992, 0, -0.191665, 3.70931, 0.290318, 0.0180366, 0.0200133, 0.00180052, 0.0915684, 144.489, 0.259741
1998, 0, -0.440996, 4.27237, -0.00999388, 0.0206044, 0.0470808, -0.158963, -0.127949, 41.2304, 0.496154
2004, 0, 0.763603, 1.64219, 0.348985, 0.0182404, 0.033311, -0.00358473, 0.0995037, 104.755, 0.932657
2006, 0, 0.176166, 1.82958, 0.829335, 0.0238104, 0.0231166, -0.278417, -0.515846, 13.9508, 1.06979
2015, 0, -0.527218, 3.93463, 0.22136, 0.0188865, 0.0199527, -0.000645668, -0.104774, 414.002, 0.332994
2016, 0, 0.577172, 0.919812, 0.0965307, 0.0184642, 0.0186901, -0.000459168, -0.0497792, 54.0325, 0.249124
2023, 0, -0.309073, 0.496938, 0.0513042, 0.0192892, 0.021449, 0.00903254, -0.00854676, 265.357, 0.372446
2028, 0, 0.777636, 1.08357, -0.148764, 0.0188011, 0.0196292, -0.00492817, 0.0913053, 42.3676, 0.880123
2048, 0, 0.110586, 4.90207, 0.0784401, 0.0222515, 0.0231974, -0.0358096, 0.00880708, 129.89, 0.510913
2051, 0, 1.03471, 0.832588, 0.251339, 0.0202443, 0.04916, -0.239727, 0.0378632, 69.0358, 1.07436
2068, 0, -1.17095, 5.16182, 0.246003, 0.0193823, 0.0215733, -0.0491764, -0.0146169, 115.142, 0.354619
207, 0, 0.328315, 6.2212, 0.0318045, 0.0183152, 0.018494, 0.00912171, 0.0802181, 59.2279, 0.203764
208, 0, -0.186852, 0.168778, 1.33555, 0.0244085, 0.0262272, -0.343868, -0.401416, 11.1242, 1.28783
210, 0, -0.129138, 5.59997, 0.42406, 0.0214187, 0.0228529, 0.0646475, 0.0881481, 63.7323, 0.617103
213, 0, 0.518301, 2.79147, 0.480837, 0.019306, 0.0251395, 0.0538913, -0.0335121, 41.5943, 1.51744
2087, 0, -0.878602, 2.08337, 0.365454, 0.0225852, 0.0260047, -0.299946, -0.227402, 34.503, 1.22648
2089, 0, 1.39164, 5.72473, 0.0545083, 0.018229, 0.0243199, 0.00513394, 0.0313984, 122.435, 0.464068
2092, 0, -0.0853179, 4.54565, 0.246426, 0.0183933, 0.0191429, 0.000755714, -0.100137, 78.4233, 0.290771
2094, 0, 0.884061, 0.203822, -0.109074, 0.0197732, 0.0194312, 0.00975275, -0.151943, 300.907, 0.727132
2095, 0, 0.593641, 5.60959, 0.320117, 0.0188346, 0.0193089, -0.000729213, 0.00647987, 530.032, 0.186095
2104, 0, -1.06093, 0.645954, 0.465847, 0.0181783, 0.01974, 0.00330136, 0.14847, 90.3586, 1.09641
2117, 0, 0.352674, 3.48317, 0.0680701, 0.0192987, 0.0185457, 0.00939406, 0.0138168, 55.4095, 0.567572
2118, 0, 1.32332, 5.81048, -0.0374683, 0.0185105, 0.0248584, -0.094347, 0.0179656, 97.6657, 0.551944
2140, 0, -1.07816, 4.48642, 0.188617, 0.0186823, 0.0201274, 0.0029253, -0.0817764, 930.447, 0.966529
2155, 0, 0.906587, 1.75382, 0.151428, 0.019974, 0.0311132, -0.0740596, -0.0507445, 143.47, 0.215545
215, 0, -0.958463, 1.06342, 0.032925, 0.0185025, 0.023466, 0.00254412, -0.0759533, 169.845, 0.632813
217, 0, 1.17065, 0.947645, -0.0845138, 0.0186917, 0.0565131, -0.0890206, -0.085016, 71.3155, 0.242278
218, 0, -0.901453, 3.1032, 0.326835, 0.0234737, 0.0475163, 0.0270984, 0.0706524, 40.4794, 0.922738
2180, 0, 0.137521, 1.14466, 0.19338, 0.0183342, 0.0187024, -0.00596352, 0.200089, 48.1159, 0.264465
2181, 0, 1.15205, 2.42577, -0.113988, 0.0187939, 0.0527786, -0.00597969, -0.229355, 47.7105, 0.869562
2182, 0, 0.564426, 0.077007, 0.377315, 0.0197552, 0.0188734, -0.00750733, -0.0179263, 197.908, 0.557594
2186, 0, -0.0696827, 5.48883, -0.268299, 0.018889, 0.0194011, 0.000771182, 0.167359, 386.841, 0.34212
2191, 0, 0.995323, 4.17428, -0.146929, 0.0189264, 0.0730631, -0.142008, 0.0340766, 50.6854, 0.361353
2200, 0, -0.0697891, 2.94732, -0.217524, 0.019426, 0.0206174, -0.0105041, -0.0143552, 416.578, 1.01624
2203, 0, -1.34201, 5.89291, 0.0619253, 0.0189681, 0.019302, -0.0131962, -0.116451, 993.569, 0.300736
2209, 0, -0.681208, 5.24579, 0.318912, 0.0190389, 0.0190908, -0.0127471, 0.119628, 682.692, 0.240601
2211, 0, 1.08517, 3.13178, 0.320488, 0.0228528, 0.0268622, 0.0387708, 0.0249124, 58.256, 0.974337
2221, 0, 0.0662121, 1.90699, 0.333302, 0.018792, 0.0193245, 0.00394044, -0.0662444, 372.411, 0.215895
2225, 0, -0.109349, 0.793038, -0.0496661, 0.0213356, 0.0190708, -0.0726137, 0.146248, 39.797, 0.949956
2226, 0, 1.08144, 2.86992, 0.191578, 0.0192726, 0.0315133, 0.120006, 0.0732299, 70.5753, 0.519453
2227, 0, -0.163201, 0.689198, 0.399064, 0.0225635, 0.0200766, -0.109855, 0.200376, 76.2909, 0.604875
2237, 0, -0.188087, 0.17461, 0.547885, 0.0237782, 0.0225613, -0.284469, -0.407387, 12.6476, 1.10227
2243, 0, -0.207859, 3.78579, -0.0507081, 0.0179773, 0.0284767, -0.0215702, -0.112989, 41.8576, 0.507169
224, 0, 0.908127, 0.675771, 0.0815977, 0.0187626, 0.0193781, 0.0210939, -0.136414, 540.811, 0.302127
227, 0, 0.644971, 5.72432, 0.105742, 0.0185442, 0.0200711, -0.00673503, 0.0931641, 223.299, 0.856164
230, 0, 0.962986, 3.48554, 0.353204, 0.0192988, 0.0276384, 0.0412516, 0.01426, 161.095, 0.416878
232, 0, -1.04397, 5.87354, -0.00755398, 0.0186541, 0.0190975, -0.00212388, -0.0831778, 677.999, 0.154347
2257, 0, -0.72466, 3.98698, 0.158403, 0.019584, 0.0184865, -0.00162946, 0.0756656, 97.3157, 0.647322
2275, 0, -0.413858, 5.90639, 0.271424, 0.0191833, 0.0191482, -0.0108053, -0.120845, 578.746, 0.285654
2286, 0, 1.0266, 4.89279, 0.0283102, 0.0184484, 0.0194985, -0.0067834, -0.0439079, 745.959, 0.2783
2289, 0, 0.746346, 0.904947, 0.152057, 0.0183233, 0.018959, -0.00739541, 0.047801, 58.0884, 0.39325
2295, 0, -0.381689, 5.58015, 0.558362, 0.0180145, 0.0252589, 0.0125428, 0.0414049, 44.5651, 0.236704
2296, 0, 0.648384, 5.39729, 0.157968, 0.0196501, 0.0198617, -0.0152918, 0.011121, 459.255, 0.356715
2297, 0, 0.508581, 5.17391, 0.0673946, 0.0185466, 0.023119, -0.00579388, -0.189425, 104.641, 0.923857
2323, 0, -1.27274, 4.44934, 0.454762, 0.0210119, 0.0544427, 0.463302, 0.0141946, 115.952, 0.270789
2333, 0, -0.263847, 0.0791423, 0.490288, 0.0195126, 0.0194318, -0.0965314, 0.00836241, 272.454, 0.149978
236, 0, -0.841433, 6.01153, 0.300526, 0.019034, 0.0288453, -0.0125353, 0.110049, 77.0926, 1.08842
2349, 0, -0.493468, 0.567966, -0.0825591, 0.0194333, 0.0201175, -0.00527675, 0.0812968, 400.418, 0.293075
2364, 0, -0.834829, 2.71363, 0.126835, 0.0227683, 0.0234391, -0.023784, 0.212747, 45.6115, 0.579499
2370, 0, -1.03839, 1.04285, -0.181246, 0.0191711, 0.0245366, -0.0544676, 0.121951, 51.8102, 0.563049
2371, 0, -0.49206, 4.1815, 0.563595, 0.0189174, 0.0189618, -0.0223653, -0.0316492, 142.554, 0.235538
2373, 0, 0.499586, 4.72847, -0.440326, 0.0194293, 0.0450673, -0.0746881, 0.121521, 45.5045, 2.09535
2374, 0, -0.0118956, 2.46618, 0.0588945, 0.0191744, 0.0197279, -0.0339411, -0.0404644, 405.22, 0.224577
2386, 0, 1.3946, 5.49812, 0.29039, 0.0188287, 0.0394123, -0.0394927, 0.0415389, 139.688, 0.660099
2387, 0, -0.627812, 3.4923, 0.893678, 0.0181672, 0.0237573, -0.0162551, 0.0759517, 43.0473, 0.268265
2399, 0, -0.920173, 4.69364, -0.102605, 0.0191763, 0.0204539, -0.00627453, -0.0402046, 302.827, 0.765921
2407, 0, 1.24921, 5.85979, -0.241111, 0.0208254, 0.0246819, 0.0790995, -0.103515, 193.79, 0.559592
2410, 0, 0.910536, 1.75569, -0.160104, 0.0201298, 0.0180439, 0.0150385, -0.00249647, 72.4336, 0.42814
2413, 0, -0.190067, 5.29906, -0.0323641, 0.018485, 0.0194289, -0.000863293, -0.0651148, 327.99, 0.352654
2424, 0, -0.881754, 2.9668, 0.0710665, 0.0233608, 0.0333326, 0.258101, 0.0280297, 85.3076, 0.368871
2426, 0, -0.911646, 2.10403, -0.129705, 0.0204511, 0.0181362, -0.0167053, -0.22029, 22.4052, 0.561553
2428, 0, 0.488393, 1.1259, -0.107688, 0.0183613, 0.0183518, -0.00570319, 0.0418777, 52.1459, 0.195487
242, 0, -0.159534, 3.65464, -0.176481, 0.0223475, 0.0200759, -0.13135, -0.36659, 14.3661, 0.878239
243, 0, 1.00987, 0.5999, 0.0663466, 0.0192115, 0.0192394, -0.00142782, -0.072616, 29.2685, 0.438881
2439, 0, 0.277989, 4.56093, 0.269541, 0.0182872, 0.0190777, 0.00252153, -0.136177, 94.5725, 0.266372
2442, 0, 1.09549, 2.51312, 0.246414, 0.0186341, 0.0600407, -0.200126, 0.238144, 41.7195, 1.05555
2448, 0, 1.37722, 1.86869, 0.0818636, 0.020375, 0.058276, -0.344867, -0.0789252, 188.112, 0.369794
2451, 0, -0.827402, 1.16142, 0.131941, 0.0198079, 0.0192874, -0.01561, 0.157981, 774.012, 0.637502
2452, 0, 0.379297, 4.83693, 0.057259, 0.0186752, 0.0337782, 0.00215346, -0.26049, 102.819, 0.787332
2460, 0, 0.415026, 3.71595, -0.0191594, 0.0184877, 0.025444, 0.0061643, 0.0399578, 113.691, 0.93528
2462, 0, -0.190237, 0.235895, 0.22278, 0.0179103, 0.0180779, 0.000686918, 0.152522, 36.4228, 0.149396
2468, 0, -0.467458, 1.62145, 0.205029, 0.019385, 0.0758608, -0.0715698, 0.112375, 43.4453, 0.902883
2471, 0, 1.14884, 5.42545, 0.327579, 0.0211263, 0.0220393, -0.0360871, -0.0268187, 247.005, 0.048118
2474, 0, -1.33734, 6.15022, 0.250829, 0.0215375, 0.0283027, 0.187516, -0.0793909, 46.8396, 1.3214
2477, 0, 0.74407, 3.08362, 0.0119372, 0.0188907, 0.0190249, -0.0084383, 0.0784838, 81.7202, 0.353716
2481, 0, 1.02584, 3.65583, 0.20459, 0.0183756, 0.0186247, 0.00673531, -0.118093, 57.7744, 0.124104
2484, 0, -0.769294, 3.98643, -0.283881, 0.019989, 0.0272003, 0.0444211, 0.066492, 26.4081, 0.19551
2485, 0, 1.32566, 2.00397, 0.0206087, 0.01903, 0.0228832, 0.0295724, -0.102785, 175.777, 0.466169
2489, 0, 0.303634, 4.96394, 0.0905149, 0.019962, 0.0191902, 0.00193682, 0.00319536, 178.322, 1.12254
2506, 0, 1.38626, 2.83657, -0.105934, 0.0194325, 0.0187693, 0.00897986, -0.168622, 702.17, 0.507111
2511, 0, -1.04218, 4.75485, 0.1767, 0.019023, 0.0196331, 0.00400534, -0.078103, 725.404, 0.320686
2513, 0, -0.0787566, 0.307273, -0.105303, 0.0201253, 0.01899, 0.00399328, -0.0708668, 151.317, 0.821206
2516, 0, -0.749074, 3.43041, -0.163591, 0.0187297, 0.0191237, 0.0081859, -0.0398829, 94.2318, 0.286579
252, 0, 0.820644, 6.18545, -0.0703777, 0.0183321, 0.0193282, -0.00353555, -0.0626248, 170.296, 0.28249
253, 0, 1.05612, 3.13931, 0.39558, 0.0217835, 0.0334244, -0.00855391, -0.028925, 75.0486, 0.458153
258, 0, -0.911352, 4.54151, 0.239578, 0.0193919, 0.020833, 0.0139703, 0.0963664, 451.598, 0.631593
2521, 0, 0.226966, 5.21152, -0.394245, 0.0182542, 0.0184277, 0.0182866, -0.148322, 38.3359, 0.218391
2527, 0, -0.26169, 3.35876, 0.0126804, 0.0187081, 0.0195518, 0.0158767, -0.154747, 441.54, 0.261388
2535, 0, -1.33826, 3.277, 0.32451, 0.0214881, 0.0229853, -0.000707966, -0.0604806, 83.4587, 0.549882
2536, 0, 1.2415, 2.44482, 0.448645, 0.0212431, 0.0371904, 0.0582854, 0.0784731, 164.052, 0.400097
2537, 0, 0.906553, 1.64958, 0.356615, 0.0192035, 0.0182126, -0.0147901, 0.163223, 152.875, 0.154845
2547, 0, 0.332419, 3.49311, -0.34923, 0.0187024, 0.0196736, 0.00104093, 0.0177603, 48.3856, 0.737861
2553, 0, 0.0888185, 2.60424, 0.237576, 0.0236224, 0.0248936, -0.00272092, -0.152393, 86.5117, 0.593511
2562, 0, 0.0489802, 0.776718, 0.320735, 0.0183183, 0.0185065, 0.00322276, -0.0692366, 76.4976, 0.16997
2566, 0, 1.01067, 5.54134, -0.0135695, 0.0185648, 0.0187881, 0.00743732, 0.0359065, 675.833, 0.171053
2571, 0, -0.474604, 2.80172, 0.123202, 0.0191899, 0.0180484, -0.0189244, 0.113488, 290.341, 0.15296
2572, 0, 0.980608, 5.08459, 0.0522457, 0.019811, 0.0202043, -0.0260149, -0.271525, 852.002, 0.606652
2573, 0, -0.863255, 4.87708, 0.0422951, 0.019971, 0.0311962, -0.0121279, 0.0713296, 261.594, 1.0309
2584, 0, -0.899573, 2.50667, 0.143225, 0.0197492, 0.027753, -0.0172468, -0.023773, 138.605, 1.01886
2588, 0, -0.756193, 2.0094, 0.638624, 0.0197111, 0.0457591, 0.0425581, -0.0872188, 52.3468, 0.907981
2589, 0, 0.462477, 1.86817, 0.0450751, 0.0226053, 0.0226268, 0.0646835, 0.128825, 42.0429, 0.507783
2592, 0, 1.10182, 3.24191, 0.18715, 0.0209915, 0.0313182, -0.0516369, -0.10212, 44.4688, 1.71539
2595, 0, 0.489561, 2.99014, -0.0976502, 0.0180159, 0.0436901, 0.00354015, -0.155102, 34.1108, 0.15805
2601, 0, -1.01102, 1.74334, 0.374736, 0.0184463, 0.0194384, -0.00500408, -0.185191, 46.5756, 0.804464
2608, 0, -0.954907, 1.99944, 0.199122, 0.0214307, 0.0195431, -0.101924, 0.22524, 56.5582, 0.770873
261, 0, -0.746781, 1.78588, -0.369284, 0.0182426, 0.0262248, 0.000884011, 0.173049, 77.5158, 0.509408
267, 0, 0.591101, 4.63093, 0.0185112, 0.0189467, 0.0343976, -0.0596639, 0.0674369, 171.936, 0.238954
267, 1, -0.521075, 1.57798, 0.159792, 0.0211454, 0.0505699, -0.0141836, -0.0424726, 71.2217, 0.535989
268, 0, 1.18367, 5.07903, -0.198909, 0.0188164, 0.0224814, -0.0111058, -0.0998585, 112.765, 1.20835
2626, 0, -0.225916, 0.186457, -0.210267, 0.0207898, 0.0182821, -0.000374025, -0.184789, 75.4659, 0.43062
2629, 0, -1.07321, 3.03888, -0.191077, 0.0193476, 0.0217807, 0.00998018, 0.105194, 225.257, 1.11321
2630, 0, -0.948607, 1.9988, 0.226058, 0.0203007, 0.0182566, -0.0289761, 0.00452298, 312.122, 0.598395
2632, 0, 0.87843, 5.60443, 0.100549, 0.0198824, 0.0200766, -0.0244583, -0.0267375, 366.274, 0.79739
2641, 0, 0.0604967, 6.04962, 0.215912, 0.0201566, 0.0199254, -0.0159959, 0.0265821, 383.837, 0.748709
2643, 0, -0.530357, 2.79691, 0.258919, 0.0210446, 0.0207346, 0.157583, 0.0395592, 86.9331, 0.36151
2646, 0, -0.124425, 0.356549, -0.264525, 0.0188624, 0.018545, 0.00831545, 0.0153809, 56.2123, 0.306839
2652, 0, -0.795365, 0.885398, -0.125618, 0.0214618, 0.0213562, -0.026706, 0.0642787, 460.955, 0.423482
2667, 0, -0.379072, 5.33166, -0.12952, 0.0187393, 0.0190049, -0.00176121, -0.0337119, 348.571, 0.225459
2669, 0, 0.78676, 4.5772, 0.437598, 0.0239244, 0.0249335, 0.00951839, -0.0663118, 106.23, 0.249351
2670, 0, -0.958102, 0.239563, -0.041517, 0.018285, 0.0222618, 0.0181398, 0.069285, 247.762, 0.621037
2677, 0, 0.0296844, 5.66386, 0.157113, 0.0189008, 0.0192819, -0.011347, -0.00638117, 322.48, 0.200802
2685, 0, 0.490887, 1.63139, 0.0511567, 0.0184108, 0.019663, 0.00017719, -0.0629701, 420.057, 0.248166
2691, 0, 0.974573, 4.7235, -0.0938704, 0.0184265, 0.0255782, -0.0188027, -0.0614947, 640.526, 0.129484
2695, 0, 0.881417, 1.29834, -0.069273, 0.019826, 0.019331, -0.00645505, -0.00229292, 103.42, 1.18253
2696, 0, 1.27141, 3.3537, -0.0850933, 0.0185202, 0.0374441, -0.0535429, -0.129289, 489.611, 0.596863
2697, 0, 0.875173, 3.74945, -0.132514, 0.0191617, 0.0210802, 0.00540489, -0.0638672, 757.147, 0.553071
269, 0, 1.14148, 3.22692, 0.745746, 0.0223211, 0.0235692, -0.226944, 0.284007, 22.3418, 0.380601
274, 0, 0.192548, 4.94667, 0.206335, 0.0191565, 0.0200815, 0.00164595, -0.0464524, 504.368, 0.20728
2700, 0, -0.306789, 0.273099, 0.243693, 0.021296, 0.0183526, -0.0159655, 0.00942366, 31.1134, 0.850013
2705, 0, -0.344877, 5.10766, -0.0343383, 0.0188583, 0.0189384, 0.000608335, 0.148876, 617.964, 0.277118
2706, 0, 0.35953, 4.07253, -0.0204145, 0.0190559, 0.0189591, 0.0233917, -0.1385, 30.2109, 0.565802
2707, 0, -0.386673, 3.81598, 0.177756, 0.0199206, 0.0198187, -0.00823802, -0.037157, 506.864, 0.517031
2718, 0, 0.381022, 0.696656, 0.118513, 0.0185541, 0.0203532, 0.000580462, -0.0662574, 224.216, 0.783864
2720, 0, -0.821415, 1.72747, -0.0507417, 0.0183406, 0.0194518, 0.00819985, -0.0356539, 39.443, 1.06531
2725, 0, -0.871055, 4.97986, 0.181775, 0.018921, 0.019277, 0.00025286, 0.0299476, 649.208, 0.221154
2726, 0, -0.846782, 2.11136, -0.14353, 0.0194266, 0.0298998, 0.00875856, -0.045712, 46.8063, 1.1086
2730, 0, 0.969892, 0.697239, 0.986774, 0.0244699, 0.0248676, 0.3063, -0.0175271, 30.6578, 1.10061
2734, 0, -0.739144, 4.6839, -0.0611875, 0.0197555, 0.0186522, -0.00308495, -0.170023, 237.885, 1.10365
2735, 0, 1.0306, 3.06676, -0.315429, 0.0188589, 0.0188477, 0.0158891, -0.000949211, 58.3705, 0.379335
2745, 0, 0.942017, 5.63741, 0.0885187, 0.018555, 0.0262098, 0.0203479, -0.0356322, 99.9896, 0.283255
2762, 0, 0.960516, 0.617531, 0.171338, 0.0194476, 0.0202091, -0.116401, -0.197857, 134.66, 0.16333
2768, 0, 0.662706, 6.24884, -0.23975, 0.0184585, 0.0551639, -0.0910189, -0.0286067, 46.5694, 0.329881
2774, 0, -0.775863, 2.12923, 0.184463, 0.0216527, 0.0375884, 0.107643, 0.116541, 94.8448, 0.426674
282, 0, 0.988444, 0.807976, 0.11863, 0.0194167, 0.0200135, 0.0115532, 0.111547, 725.541, 0.463911
2794, 0, 0.821291, 3.70348, 0.0735507, 0.0186118, 0.0207701, -0.0138859, -0.0929979, 301.61, 0.723127
2800, 0, -0.241419, 3.39904, -0.0193221, 0.0179941, 0.0191185, 0.0166573, 0.0908227, 30.2784, 0.357766
2802, 0, 1.24042, 2.2789, -0.183741, 0.0189282, 0.0185797, -0.0162085, -0.142347, 70.1257, 0.250268
2806, 0, -0.632269, 5.42621, -0.479681, 0.0191281, 0.0383011, -0.0376223, -0.0368713, 38.9613, 1.46261
2826, 0, -1.05967, 3.05099, 0.224496, 0.0182576, 0.0216324, 0.022177, -0.00816898, 158.298, 0.854214
2830, 0, -1.39182, 3.20849, 0.154616, 0.0188284, 0.022628, -0.0995391, -0.0638886, 94.3617, 0.605179
2839, 0, 0.344499, 5.15893, -0.216591, 0.0186104, 0.0184342, -0.00434469, -0.133668, 42.2171, 0.237474
2850, 0, 1.12969, 3.23524, 0.107687, 0.0199238, 0.0620455, -0.209564, -0.137729, 47.2536, 0.650505
2859, 0, 1.15903, 2.35868, -0.44982, 0.0219468, 0.0246741, 0.0480958, -0.135043, 87.8523, 0.683131
2861, 0, -1.22143, 2.92094, 0.516038, 0.0235907, 0.0373434, -0.118301, 0.135054, 168.557, 0.636038
2862, 0, -0.763679, 6.15181, 0.243391, 0.0185203, 0.0214027, -0.00381493, -0.0249959, 192.175, 0.624205
2873, 0, 1.15019, 2.893, 0.212101, 0.0191289, 0.0367944, 0.100151, -0.0454863, 119.646, 0.297709
2875, 0, -0.0833373, 1.71336, -0.15188, 0.0192588, 0.021852, -0.0158897, 0.109558, 428.54, 0.575694
2878, 0, -0.956538, 2.92164, 0.0950075, 0.0185587, 0.0184441, -0.00238181, 0.00415227, 306.642, 0.18226
2884, 0, 1.1507, 0.598313, -0.0333535, 0.0219374, 0.0522941, 0.450754, 0.161396, 61.4095, 0.825955
2888, 0, -0.0310683, 0.861745, -0.174, 0.018671, 0.0174533, 3.16954e-05, -0.226989, 13.4505, 0.149369
2897, 0, -0.716032, 4.00652, 0.241118, 0.0244926, 0.0216949, 0.213672, -0.132835, 39.8198, 1.10064
2902, 0, -0.543263, 2.7391, 0.213922, 0.0188259, 0.0228772, -0.0320758, -0.0731496, 94.6245, 1.15752
2904, 0, 0.90812, 2.66331, -0.428291, 0.01901, 0.0196224, -0.0012992, -0.149409, 364.69, 0.258743
2906, 0, -0.277722, 0.109121, 0.151183, 0.0180151, 0.0190321, -0.0158806, -0.122414, 133.76, 0.219935
2907, 0, 0.399318, 5.31093, -0.049102, 0.0188015, 0.0204662, 0.00351016, 0.0562747, 195.425, 0.206876
2921, 0, -0.509348, 2.80213, 0.216288, 0.0208926, 0.0185887, 0.0501412, 0.246102, 22.835, 0.559782
2930, 0, -1.11168, 0.240551, -0.0297669, 0.020104, 0.0208974, -0.0824556, 0.135667, 196.618, 0.523559
2931, 0, 0.227029, 5.37137, 0.137763, 0.0189164, 0.0283357, 3.99977e-05, 0.0326491, 259.68, 0.633144
2957, 0, 0.562552, 2.60824, 0.360693, 0.0189787, 0.0185776, -0.00116504, 0.116348, 79.3753, 0.271906
2960, 0, 0.524995, 3.78214, 0.157793, 0.0182729, 0.018871, -0.00209855, 0.0118612, 73.8268, 0.273798
2969, 0, -0.995606, 3.34924, 0.187679, 0.0190628, 0.0836813, -0.239463, -0.0606483, 54.1962, 0.627748
2974, 0, 1.00966, 4.17849, -0.0749651, 0.018659, 0.0211988, 0.00753988, -0.06385, 331.572, 0.234524
