Event, subcl, eta_center, phi_center, time_center, eta_sig, phi_sig, etaphi_cov, timeeta_cov, energy, sw+
2978, 0, -0.976036, 2.0281, 0.243155, 0.0196984, 0.0363601, 0.0266608, -0.0217882, 77.7308, 0.771616
2991, 0, 1.37396, 1.82873, 0.257659, 0.0184577, 0.021449, 0.00492957, -0.0221503, 451.474, 0.847395
2993, 0, -0.0492026, 1.87494, 0.18278, 0.0180288, 0.0181533, 0.000582325, -0.142075, 30.3501, 0.168648
2994, 0, -1.28129, 3.89398, 0.105831, 0.019591, 0.0385534, 0.127132, 0.103067, 90.0191, 1.13474
2997, 0, 0.799224, 3.74637, -0.00842099, 0.0258557, 0.0242727, 0.0466567, -0.0699855, 33.8529, 0.541683
2999, 0, 1.02806, 3.83684, -0.031231, 0.0187784, 0.0447415, -0.118636, -0.0447096, 181.417, 0.190743
3014, 0, 1.02763, 0.605307, -0.441813, 0.0195724, 0.0475442, 0.0912326, 0.173419, 25.0947, 0.681296
3019, 0, -0.101841, 0.887768, 0.201206, 0.0201428, 0.0233271, -0.180232, 0.185629, 19.9052, 1.20615
3022, 0, -0.25931, 0.219612, 0.179364, 0.0178186, 0.0198156, -0.00922155, 0.0488505, 152.767, 0.189486
3025, 0, -0.95139, 2.11683, 0.0233327, 0.0254372, 0.0811718, -0.398668, -0.513697, 15.3142, 0.980272
3026, 0, 0.61571, 5.1557, 0.354244, 0.0197197, 0.019481, -0.0201744, 0.0562597, 320.37, 0.511999
3027, 0, 0.126847, 5.8073, -0.0114648, 0.0197883, 0.0199841, -0.00554386, 0.0646563, 254.3, 0.505517
3039, 0, -0.415316, 0.392948, 0.404877, 0.0181347, 0.0182814, 0.0147651, 0.0413251, 41.2393, 0.179793
3055, 0, 0.714628, 2.5598, -0.0282046, 0.018344, 0.0418068, 0.0253149, 0.0701001, 67.5521, 0.347968
310, 0, -0.976648, 2.99788, 0.189618, 0.0188039, 0.0226422, -0.0268476, -0.132441, 98.6408, 0.628286
3062, 0, 1.34599, 4.76583, -0.134398, 0.0202284, 0.071385, -0.199822, -0.311542, 56.2088, 1.36153
3080, 0, -0.27991, 0.271073, 0.142891, 0.020352, 0.0187308, -0.0586747, -0.245423, 59.692, 0.423718
3089, 0, 0.697378, 4.77371, 0.00732956, 0.0183338, 0.0190999, 0.00575583, -0.00119327, 408.283, 0.190252
3102, 0, 0.727704, 4.3239, 0.0241289, 0.0190085, 0.0198859, 0.007803, 0.0916674, 474.745, 0.704209
3107, 0, 1.31267, 0.206706, 0.00492566, 0.021596, 0.0228677, 0.0567152, -0.261528, 258.792, 0.351306
3123, 0, 1.07843, 3.12824, -0.153875, 0.0210976, 0.0237908, -0.121807, -0.345036, 66.5143, 0.337992
3125, 0, 1.35687, 0.403915, 0.0847428, 0.0185709, 0.0201081, 0.0123814, -0.0993457, 900.257, 0.580137
3141, 0, -0.508891, 5.22823, 0.0756381, 0.0188935, 0.01903, 0.00924202, 0.0653685, 251.242, 0.250211
3146, 0, 0.486852, 4.71843, 0.219502, 0.019391, 0.0203698, 0.0148115, -0.0804462, 215.164, 0.214876
3147, 0, -0.183524, 0.175388, 0.393783, 0.0231932, 0.0236638, -0.250537, 0.0795234, 48.8363, 0.817346
3148, 0, -0.491832, 1.05358, 0.121751, 0.0187039, 0.0192273, 0.0046812, -0.0849042, 606.983, 0.271874
320, 0, -0.975185, 0.231804, 0.00816951, 0.0184743, 0.0200893, 0.00850833, -0.185198, 630.69, 0.469592
321, 0, 0.22544, 4.6146, 0.286036, 0.0181715, 0.0183344, -0.000106005, 0.18317, 41.7211, 0.15794
322, 0, 1.01456, 2.87553, -0.21138, 0.0196312, 0.0309091, -0.111837, -0.00565013, 160.475, 0.686787
3150, 0, 0.871814, 2.80777, 0.545782, 0.024359, 0.0601974, 0.174764, 0.0483109, 37.2198, 0.692826
3152, 0, 1.07514, 3.62044, -0.022554, 0.0191388, 0.0188501, 0.00570868, -0.0584619, 227.531, 0.328989
3158, 0, -0.031154, 0.859974, 0.596869, 0.0241084, 0.0182241, -0.000401164, -0.00301731, 17.6679, 0.883643
3168, 0, -0.939898, 1.49085, 0.30524, 0.0184063, 0.0186636, 0.00446998, -0.0728085, 586.881, 0.154012
3182, 0, -0.794705, 0.0134352, -0.153628, 0.0210537, 0.0199948, -0.0729948, 0.125349, 371.888, 0.156183
3187, 0, 0.579505, 0.11073, 0.352263, 0.0189768, 0.0275241, 0.0432555, 0.0871972, 208.141, 0.399261
3197, 0, -1.09305, 0.717432, 0.147187, 0.0188831, 0.0199754, -0.00843954, -0.137111, 634.505, 0.611591
3200, 0, 1.12749, 3.2312, -0.0331328, 0.0243543, 0.0425788, -0.28439, 0.029856, 38.1985, 1.41438
3203, 0, -0.697971, 1.32447, -0.00406515, 0.0189151, 0.0204423, -0.013933, -0.0375487, 458.878, 0.830787
3207, 0, -0.169246, 3.75604, 0.394831, 0.0239857, 0.0207106, 0.242294, 0.386358, 8.53811, 0.926823
3212, 0, -0.608281, 2.50684, 0.335502, 0.0183681, 0.0350337, -0.0065115, -0.112502, 56.5695, 0.193432
3220, 0, -0.700063, 2.42161, -0.388283, 0.0194797, 0.0432383, 0.0944143, -0.0439805, 121.525, 0.928137
3222, 0, -0.474317, 1.61953, 0.248621, 0.0189807, 0.0199777, -0.010045, -0.0323686, 505.064, 0.376829
3229, 0, 0.34687, 0.510942, 0.127961, 0.0183712, 0.0261895, 0.000750103, 0.139586, 78.404, 0.894311
3246, 0, 1.15475, 3.76186, 0.214282, 0.0192334, 0.0239563, -0.0576188, 0.00285878, 363.699, 0.409195
3252, 0, -0.951046, 1.61387, -0.134492, 0.0228289, 0.022984, -0.00884676, 0.0799604, 92.2516, 0.353191
3270, 0, -0.555178, 0.561464, -0.0464455, 0.0193587, 0.0202547, 0.0116874, -0.221529, 528.065, 1.07356
3271, 0, -0.695263, 5.55606, 0.0509172, 0.0185611, 0.0224758, -0.0657669, -0.182669, 61.062, 0.663655
3280, 0, -1.34173, 6.13731, 0.067308, 0.0188464, 0.0258296, -0.0490159, -0.0060195, 34.5318, 0.941873
3283, 0, 0.627472, 3.55271, -0.180625, 0.0185452, 0.0190061, 0.0074525, -0.0872586, 568.883, 0.18687
3289, 0, 1.056, 0.621632, 0.753857, 0.0224097, 0.0236131, 0.273636, -0.314933, 28.5087, 0.959664
3297, 0, 0.121828, 1.84133, 0.0899659, 0.0192142, 0.0181545, 0.0139812, -0.120517, 92.5426, 0.181421
3306, 0, -1.34134, 3.28101, 0.11728, 0.0223207, 0.0412099, -0.299218, 0.0889993, 147.357, 0.22877
3309, 0, 0.232288, 0.964039, -0.218606, 0.0199313, 0.0197745, -0.0370554, 0.0399186, 228.297, 0.752404
3316, 0, 1.39152, 5.60597, 0.281353, 0.0185031, 0.0197917, 0.0102133, -0.0770315, 924.491, 0.493439
3317, 0, -0.146401, 0.688766, 0.0730549, 0.0203247, 0.0176345, 0.010172, -0.179923, 28.6785, 0.745278
3325, 0, -1.39155, 3.77642, -0.117572, 0.0183649, 0.0325454, -0.0401694, -0.0937175, 198.786, 0.89157
334, 0, 1.13942, 3.16653, -0.271722, 0.0264319, 0.0880117, 0.548643, -0.205683, 17.679, 0.792575
3330, 0, 1.2506, 1.08078, 0.084553, 0.0194133, 0.020064, -0.00741216, -0.111752, 1004.65, 1.05989
3333, 0, 1.30492, 5.75795, 0.398477, 0.026605, 0.0265175, 0.316245, 0.0468562, 41.9594, 1.33324
3336, 0, 0.0795124, 1.04048, 0.417956, 0.0217098, 0.0225283, -0.0194711, 0.0605165, 130.301, 0.381646
3338, 0, 0.976745, 5.4727, 0.0376057, 0.0185132, 0.0186206, -0.00097549, -0.00155922, 620.521, 0.17051
3346, 0, 0.904073, 4.33184, 0.189066, 0.0195476, 0.0198939, 0.0592231, -0.0855781, 34.3199, 0.190527
3350, 0, -0.902459, 3.06462, 0.0649658, 0.0224826, 0.0204435, -0.110401, -0.230739, 67.3556, 0.609731
3353, 0, -0.661395, 1.85225, 0.293956, 0.0182818, 0.019095, -0.0029994, 0.122911, 36.859, 0.438686
3356, 0, -1.18614, 5.15726, 0.324402, 0.0217174, 0.0263155, -0.00418406, 0.254719, 50.9321, 0.63231
3361, 0, 0.18212, 1.75213, -0.381429, 0.0213372, 0.0252372, 0.263109, 0.219189, 12.0156, 1.3382
3381, 0, -0.821683, 2.1347, 0.06559, 0.0186605, 0.0193757, 0.0033187, 0.039476, 403.583, 0.235009
3386, 0, -1.20346, 3.49517, 0.215623, 0.0182634, 0.01921, 0.000826996, -0.119694, 79.5887, 0.360599
3390, 0, -1.25677, 3.65631, 0.198534, 0.0196294, 0.0238862, -0.130435, 0.0176614, 92.6614, 0.139731
3399, 0, -0.887835, 2.10062, 0.251491, 0.021555, 0.0201052, -0.133754, 0.120184, 67.1374, 0.438914
3412, 0, 0.146288, 5.35781, 0.0887669, 0.0218353, 0.0229332, 0.0511347, -0.0605786, 82.2689, 0.604217
3423, 0, -0.749357, 4.11216, 0.308064, 0.0202973, 0.0181654, 0.000543191, -0.192245, 31.8943, 0.475373
3429, 0, 0.404182, 5.67952, -0.107825, 0.0196891, 0.0186881, -0.000426191, -0.149785, 127.244, 0.470732
3430, 0, 1.33703, 0.492008, -0.242802, 0.0191752, 0.042103, -0.0768377, -0.00936616, 190.671, 0.378916
3435, 0, -0.415622, 5.17997, 0.363409, 0.018393, 0.0196787, 0.00596143, 0.0483009, 160.053, 0.4243
3439, 0, 1.39538, 6.09747, 0.786969, 0.0217968, 0.0259896, 0.272642, -0.352158, 38.0391, 1.08384
3446, 0, -0.206154, 0.188132, -0.0369082, 0.0218297, 0.0198895, -0.0778082, 0.0250191, 39.0554, 0.899804
3449, 0, -0.878807, 3.76288, 0.206506, 0.0194456, 0.0252163, -0.0127184, -0.126789, 92.8566, 1.36995
3450, 0, 0.730954, 3.52997, 0.142557, 0.0185386, 0.0208315, -0.0158157, -0.0596575, 321.414, 0.445306
3453, 0, 0.960468, 6.01044, 0.14737, 0.0185757, 0.0226407, 0.0126563, 0.127684, 51.8023, 0.322085
3454, 0, 0.240785, 4.06608, 0.0650512, 0.0186847, 0.0200232, -0.000113066, -0.071981, 387.744, 0.747345
3456, 0, 0.123217, 1.73584, 0.461335, 0.0192216, 0.0180121, -0.0197672, 0.113756, 213.663, 0.191783
3462, 0, 1.21855, 5.80131, 0.327304, 0.0181257, 0.0235451, 0.00584202, 0.0341868, 46.9992, 0.81444
3470, 0, 1.1218, 4.66771, -0.0278797, 0.0199021, 0.0187039, 0.00401123, 0.0225644, 175.83, 0.987091
3473, 0, 0.455081, 0.689289, 0.0645338, 0.0187572, 0.0188734, 0.0023491, -0.0436862, 343.749, 0.103887
3499, 0, 0.0751447, 0.223324, -0.0560121, 0.0197017, 0.0193, 0.0148876, 0.136042, 40.8451, 0.957226
3503, 0, -0.817982, 6.11586, -0.176447, 0.0196733, 0.0199473, 0.0092461, -0.00687041, 214.028, 0.305807
3507, 0, 0.907766, 3.80933, 0.160183, 0.0179358, 0.0436157, -0.00732347, 0.0969099, 51.5699, 0.609817
350, 0, -0.609962, 0.742831, 0.155295, 0.0182216, 0.0185558, 0.00324959, 0.0446976, 37.2687, 0.210228
351, 0, 1.02138, 0.709902, 0.0784562, 0.0214402, 0.0192648, -0.0163506, -0.058031, 102.67, 0.708461
3515, 0, 0.96073, 0.692137, 0.00408297, 0.0199183, 0.0220096, 0.158135, -0.048096, 169.926, 0.289353
3516, 0, 0.292254, 5.23407, 0.359818, 0.0225042, 0.023091, 0.031295, -0.0541265, 65.3861, 0.531392
3518, 0, 1.26063, 5.85644, 0.00939424, 0.0198289, 0.0254494, -0.0597476, -0.139957, 241.495, 0.506875
3526, 0, -0.259368, 3.95773, 0.0819614, 0.0182728, 0.0192968, 0.00410922, -0.116533, 37.4388, 0.610017
3540, 0, -0.410628, 2.94709, 0.185406, 0.0219057, 0.0226802, 0.0607096, -0.0689839, 134.479, 0.448297
3541, 0, -0.162468, 3.65563, 0.377984, 0.0254813, 0.0182284, -0.0840307, 0.391897, 8.86245, 1.05909
3546, 0, 1.18519, 0.011525, 0.0872706, 0.0184405, 0.0191066, 0.00315519, -0.0612856, 302.997, 0.511249
3548, 0, -0.012643, 4.70136, 0.121329, 0.0186222, 0.0193186, -0.0256687, -0.114998, 245.556, 0.128232
3549, 0, -0.872751, 2.03146, 0.447722, 0.0188002, 0.0210553, 0.0926824, 0.238993, 86.4219, 0.277996
3551, 0, -0.526224, 1.96507, -0.0427574, 0.0185564, 0.0185433, -0.00279811, -0.0498794, 100.441, 0.202095
3557, 0, 0.353395, 5.80941, 0.0822683, 0.0195081, 0.0193863, 0.00999313, 0.0501632, 183.262, 1.0277
3563, 0, -0.71604, 4.10841, -0.0060204, 0.0230445, 0.0212796, -0.192042, -0.0368816, 41.3695, 1.09253
3571, 0, 0.674085, 5.5205, -0.0824984, 0.0231647, 0.0354381, -0.0344348, 0.0315078, 67.6363, 0.639572
3574, 0, -1.26926, 5.20528, -0.403571, 0.0187293, 0.0522643, 0.132382, 0.0946291, 56.0283, 1.03162
3590, 0, 0.0633924, 0.186177, 0.117928, 0.0216535, 0.0235022, -0.0456918, -0.34182, 12.4817, 0.282641
3594, 0, -0.86284, 6.13588, 0.259625, 0.0195958, 0.0183843, 0.00202577, -0.198635, 57.6822, 0.84353
38, 0, -1.20222, 0.0105065, 0.0582982, 0.0184542, 0.0181329, -0.00351795, -0.0398861, 707.646, 0.186462
41, 0, -1.4064, 4.54362, 0.00377394, 0.0193607, 0.0522048, -0.120251, 0.114424, 79.5226, 1.00585
362, 0, 1.14721, 3.15529, 0.739468, 0.0222429, 0.0762727, 0.191811, 0.01929, 36.6432, 1.3991
3599, 0, 0.710924, 2.87053, -0.591388, 0.0183673, 0.0183476, 0.00293968, 0.0321172, 50.5544, 0.19462
3603, 0, -0.192119, 3.70021, 0.161298, 0.0181716, 0.022522, 0.000596369, 0.180852, 51.2095, 1.10333
3627, 0, -0.339585, 0.271848, 0.162493, 0.0207456, 0.018894, 0.0530794, 0.138509, 115.985, 0.874488
3640, 0, 1.3166, 5.84289, 0.364165, 0.0220765, 0.0255789, -0.249898, -0.299776, 49.7903, 1.07907
3642, 0, 0.809079, 3.81889, 0.273823, 0.019347, 0.0304631, -0.0444707, 0.123734, 90.9897, 0.680474
3646, 0, -0.0120922, 5.99415, -0.12826, 0.0188828, 0.019654, -0.0183727, 0.0176611, 523.072, 0.200337
3653, 0, -0.82143, 5.91565, 0.186704, 0.0185208, 0.0206278, -0.00239332, 0.0805731, 536.698, 1.11692
3670, 0, 0.90567, 0.368627, 0.261402, 0.0204413, 0.0226242, 0.0693979, -0.0970927, 107.831, 0.67427
3675, 0, -1.33029, 4.86784, -0.192179, 0.0199275, 0.0306736, -0.0749105, -0.0951661, 480.926, 0.961815
3678, 0, -0.870879, 3.13289, 0.0377646, 0.0186809, 0.0186088, 0.00420461, -0.0241358, 604.954, 0.176382
3679, 0, -1.29734, 3.67461, -0.0806195, 0.0230418, 0.0442069, 0.0991184, -0.135259, 43.4651, 0.731235
3683, 0, -0.305408, 0.161353, 0.669869, 0.0220745, 0.0183601, -0.0116463, -0.128738, 11.3022, 1.19837
368, 0, 1.37457, 5.47046, 0.0483244, 0.0178786, 0.0268933, -0.00130437, 0.0208482, 54.9488, 0.164709
3690, 0, 0.713148, 5.70382, -0.0294372, 0.01847, 0.0210652, 0.00263795, -0.052422, 241.181, 0.803149
3715, 0, -0.946078, 5.47733, 0.0500852, 0.0196421, 0.0211235, -0.00725467, 0.0166063, 594.434, 0.6155
3732, 0, -0.881184, 5.94201, 0.305959, 0.0199107, 0.018782, 0.00710793, 0.332767, 547.127, 1.03176
3748, 0, 1.29056, 5.86126, -0.185406, 0.0191432, 0.0295508, 0.111007, -0.0801091, 312.417, 0.246379
3749, 0, -0.179361, 3.36203, 0.0162196, 0.0199162, 0.0191658, -0.00719727, -0.0644144, 520.614, 0.579654
3750, 0, 0.154848, 5.92939, 0.295573, 0.0183672, 0.0195139, -0.00428707, 0.0931851, 88.7619, 0.366857
3756, 0, -0.647867, 5.5692, -0.18207, 0.0194036, 0.0202176, -0.00163983, 0.0512745, 538.347, 1.01317
3760, 0, 0.80272, 0.72425, -0.0688926, 0.0191713, 0.0224203, 0.00415975, -0.135823, 465.777, 0.12861
3771, 0, 0.24421, 3.12669, 0.123378, 0.0185245, 0.0199533, -0.0102604, 0.0986615, 76.0671, 0.622762
3774, 0, 0.00959523, 4.05118, -0.159606, 0.0192889, 0.0206105, -0.0590854, -0.173523, 170.607, 0.936764
377, 0, 1.30197, 1.47266, 0.170634, 0.0192405, 0.0191562, 0.0192317, -0.184517, 533.837, 0.357284
384, 0, 0.934832, 2.95067, -0.225452, 0.0195316, 0.0226065, 0.00685227, 0.031501, 86.8496, 1.48705
3783, 0, -0.854359, 5.33177, -0.173034, 0.0185815, 0.0189995, -0.00130484, 0.00966293, 648.352, 0.196176
3784, 0, 1.17067, 6.07648, 0.116333, 0.0188767, 0.0299225, -0.141767, 0.0901318, 130.54, 0.310803
3787, 0, -1.27092, 5.62494, -0.200389, 0.0183392, 0.0278614, -0.00344155, -0.0512685, 144.368, 0.339725
3801, 0, -1.05036, 4.9953, -0.0830875, 0.0197585, 0.0195305, 0.0295944, 0.0716503, 672.011, 0.633508
3804, 0, -0.695948, 6.24204, -0.259544, 0.0185634, 0.0205958, -0.00233878, -0.0805133, 204.002, 0.571979
3806, 0, 0.539322, 0.740278, 0.311723, 0.0230587, 0.0241116, -0.0055104, 0.165192, 55.6571, 0.693971
3807, 0, 0.349966, 2.75211, -0.114028, 0.0187154, 0.0266256, 0.0605699, 0.190339, 35.002, 0.276574
3812, 0, 0.90307, 2.7837, -0.141436, 0.0205205, 0.018437, -0.0554902, -0.0211354, 62.9103, 0.386889
3817, 0, -1.33064, 6.12013, 0.355315, 0.0244392, 0.0358524, 0.0217417, -0.00155866, 102.888, 0.777208
3819, 0, -0.683507, 3.80752, 0.0574846, 0.0190775, 0.0196309, 0.00115636, 0.150796, 50.1523, 0.895471
3827, 0, -1.31424, 0.0601614, -0.099701, 0.021477, 0.0347437, -0.110865, 0.00964219, 102.032, 2.0247
3828, 0, 0.117463, 6.11526, -0.0176816, 0.0191322, 0.0200676, 0.0187096, 0.0164046, 67.3996, 0.276656
3832, 0, 1.25242, 0.343775, -0.0169585, 0.0199141, 0.0305276, -0.00125335, -0.0284415, 510.77, 0.515479
3841, 0, -1.27395, 5.80647, -0.0807688, 0.0185127, 0.0351338, 0.131442, -0.0206256, 62.9594, 0.582457
3846, 0, 0.114619, 3.5745, 0.108993, 0.0206926, 0.0218272, -0.068427, 0.00174127, 111.658, 0.492331
3847, 0, -1.32539, 1.39877, 0.0975633, 0.0204709, 0.0390613, 0.347724, 0.020258, 333.522, 0.27804
3851, 0, -1.3405, 5.80456, 0.231286, 0.0185294, 0.0190548, 0.00266183, -0.00042014, 1098.74, 0.167749
3852, 0, -1.39232, 3.7967, -0.466385, 0.0184231, 0.018609, 0.00203574, -0.0210449, 122.608, 0.195978
3855, 0, 0.281418, 0.71902, -0.160312, 0.0189789, 0.0406785, -0.0129167, 0.0702448, 33.1069, 0.825649
3865, 0, -0.976274, 2.99518, 0.524977, 0.0195635, 0.0264534, -0.0958305, -0.115278, 47.138, 1.0237
387, 0, -1.29407, 0.620249, -0.273241, 0.0225685, 0.0558912, -0.487904, 0.406607, 60.3978, 0.664456
388, 0, -0.880499, 2.00718, 0.0603827, 0.0207361, 0.0214202, 0.217496, -0.0136225, 96.6017, 0.545948
392, 0, 0.475909, 6.02972, 0.247323, 0.0189851, 0.0185726, 0.0150423, 0.110416, 130.196, 0.25246
3869, 0, -0.101962, 3.07381, 0.291672, 0.0218098, 0.0225739, -0.0157117, -0.0732769, 97.2807, 0.356168
3874, 0, 0.176818, 4.7405, 0.0478754, 0.0196275, 0.0191842, 0.0014637, 0.113673, 414.417, 0.30473
3875, 0, 0.803992, 1.48179, -0.221939, 0.0185629, 0.0201612, 0.0126485, -0.0398664, 133.073, 0.965833
3887, 0, 0.57527, 2.28244, -0.23828, 0.0182791, 0.018841, -0.00172445, 0.0613414, 35.3863, 0.253098
3891, 0, -0.925838, 3.06753, 0.0688058, 0.0200926, 0.0310181, -0.137766, 0.0381807, 184.644, 0.238526
3893, 0, -1.3372, 0.666742, -0.201274, 0.0190684, 0.0196239, -0.000327491, -0.180662, 909.098, 0.667572
3894, 0, -0.203896, 0.557437, 0.316448, 0.0190594, 0.0198113, -0.00269527, 0.036738, 63.8485, 0.800482
3900, 0, -0.659532, 2.92184, -0.169062, 0.0187079, 0.0186241, 0.0030907, 0.0675977, 111.932, 0.251064
3909, 0, 1.00052, 0.607334, -0.574044, 0.0214263, 0.0432833, 0.0549923, -0.175113, 33.2394, 1.21511
3910, 0, 0.543012, 2.29179, 0.145122, 0.0189094, 0.0200113, -0.0134695, -0.00087653, 367.273, 0.468029
3918, 0, -0.648949, 5.71092, 0.0043954, 0.0194617, 0.019084, 0.01887, -0.0524308, 66.6485, 0.584607
3920, 0, -0.967634, 0.745282, -0.0958786, 0.0199106, 0.0207954, 0.000798453, -0.0312528, 234.287, 1.68033
3926, 0, 1.28511, 0.299157, 0.123259, 0.0192818, 0.02294, 0.0030166, 0.00155399, 510.653, 1.14525
3927, 0, -0.714245, 3.27088, 0.232656, 0.0188779, 0.0190178, 0.00200812, -0.0290416, 679.295, 0.180649
3931, 0, -1.29208, 4.44266, 0.195907, 0.0191785, 0.0186411, -0.00931336, -0.182428, 638.059, 0.250999
3932, 0, 0.0322318, 0.200887, 0.0289389, 0.018987, 0.0206117, -0.00515242, -0.0401761, 303.444, 0.375365
3935, 0, -1.30856, 0.375099, 0.0873075, 0.0194748, 0.0374961, -0.0255349, 0.110112, 401.058, 0.284186
3940, 0, 0.885862, 3.13439, -0.273164, 0.0260486, 0.0666693, 0.147307, -0.0922642, 72.3182, 1.26321
3951, 0, -0.102576, 6.00379, -0.380363, 0.0186669, 0.0204926, -0.00922759, -0.0109536, 360.77, 1.1394
3968, 0, 0.221356, 1.7924, 0.262692, 0.0234824, 0.0211522, -0.0473644, -0.190559, 71.7014, 0.717047
3968, 1, 0.208638, 1.78894, 0.291769, 0.0226349, 0.0242733, 0.181165, -0.089416, 72.8152, 0.23611
3973, 0, 0.214682, 0.934105, 0.107612, 0.019843, 0.0187356, -3.61979e-05, 0.275278, 481.591, 0.650387
3974, 0, 0.874365, 0.135746, -0.225692, 0.0194115, 0.0456268, 0.282586, -0.171464, 58.1259, 0.186241
3984, 0, 0.697717, 0.296267, -0.27347, 0.0187832, 0.0199117, 0.00462762, -0.0203727, 106.822, 0.911708
3985, 0, -0.761194, 1.96397, -0.0615162, 0.0191993, 0.0189962, 0.00112644, 0.0148951, 705.718, 0.36004
3989, 0, 0.307999, 5.52887, 0.254676, 0.022641, 0.0237058, 0.0261384, -0.147584, 81.4509, 0.535965
3994, 0, -1.27217, 4.54493, -0.091463, 0.0182349, 0.071094, -0.104481, -0.0325909, 45.2298, 0.563548
3997, 0, -0.742989, 0.65892, -0.0560894, 0.0196153, 0.0197439, -0.00573787, 0.0326297, 577.023, 0.658626
4000, 0, -0.972261, 3.04573, 0.602504, 0.0202975, 0.0234947, 0.180892, -0.211125, 27.9485, 0.946137
4005, 0, 1.18508, 0.42246, 0.151017, 0.0186524, 0.0200579, 0.00397653, 0.00186938, 961.233, 0.420663
4024, 0, 0.989057, 0.707764, -0.0618121, 0.020955, 0.018459, 0.0565901, 0.0433894, 75.0377, 0.413564
4026, 0, -0.944551, 3.19979, 0.334038, 0.0193067, 0.0398744, 0.0445756, -0.0389659, 109.613, 0.35427
4034, 0, 0.255316, 5.87255, 0.0912939, 0.0195384, 0.0192238, 0.0094656, 0.0361813, 332.739, 0.423207
4036, 0, -1.09392, 1.98211, -0.154006, 0.0184616, 0.0186355, 0.00918338, -0.0345143, 244.511, 0.162308
407, 0, -0.818651, 4.52732, 0.295443, 0.0218451, 0.0183909, 0.0475949, -0.239098, 35.7629, 0.568886
411, 0, -0.0685013, 4.1885, -0.295372, 0.018475, 0.0199761, -0.0156472, 0.0117707, 77.9598, 1.03169
4049, 0, 0.909035, 2.88917, -0.143236, 0.0196537, 0.018167, 0.0178128, 0.143801, 105.381, 0.261668
4052, 0, 1.39289, 3.68123, -0.0516342, 0.0188625, 0.036072, -0.0743583, 0.0471409, 374.739, 0.911757
4056, 0, 0.0677004, 6.16641, 0.0335217, 0.01848, 0.0196156, 0.00704399, 0.0534128, 527.068, 0.418523
4060, 0, 0.436273, 5.64751, 0.0847889, 0.0195125, 0.0195075, 0.0130382, 0.0201161, 291.886, 0.155176
4066, 0, 0.614194, 6.04518, -0.176802, 0.0189692, 0.0186417, -0.00815677, 0.0436163, 36.7777, 0.41182
4071, 0, 0.454565, 1.09948, -0.102718, 0.0187777, 0.0216076, -0.00220744, 0.174137, 197.39, 0.599066
4077, 0, -1.38967, 0.652227, 0.0800438, 0.0182849, 0.0195552, 0.0048924, 0.00136211, 228.073, 0.32231
4078, 0, -1.33232, 6.11212, 0.403646, 0.0229426, 0.0237734, -0.0446868, -0.178507, 54.13, 0.399258
4080, 0, -0.10397, 0.89157, 0.111401, 0.0187993, 0.0222744, -0.0732082, 0.00550865, 78.2079, 0.955542
4087, 0, -0.349493, 0.269588, 0.066454, 0.0206247, 0.0197647, 0.118607, 0.0525471, 89.5839, 0.276487
4093, 0, 1.04355, 2.31224, 0.283053, 0.0181263, 0.0192827, -0.00323059, -0.0274277, 57.2933, 0.239294
4099, 0, 1.22224, 0.472346, 0.221194, 0.0185547, 0.0205559, 0.00068252, 0.0329635, 664.508, 0.747095
4104, 0, -1.34386, 3.36131, -0.219532, 0.0196144, 0.0244924, 0.0402949, -0.0355676, 81.0665, 0.611788
4106, 0, -0.820416, 3.40667, 0.489319, 0.0185131, 0.0230124, 0.00244102, -0.0387132, 92.4508, 0.803596
4109, 0, 1.3923, 3.98681, 0.123219, 0.0184256, 0.0219173, -0.00685597, -0.0232452, 166.929, 0.242909
4113, 0, 0.466344, 5.88632, -0.133786, 0.0216744, 0.0226999, 0.031337, 0.0359885, 94.846, 0.508316
413, 0, -0.0301886, 6.03065, 0.119674, 0.0183485, 0.0189691, 0.0158165, -0.159823, 269.426, 0.197022
420, 0, -1.23978, 0.1111, 0.083612, 0.0188606, 0.018852, -0.00340451, 0.0188278, 968.829, 0.20244
421, 0, 0.19949, 1.57877, 0.121738, 0.0280296, 0.0440462, -0.422887, -0.0321605, 127.572, 1.59792
4140, 0, 1.31909, 4.76723, -0.194904, 0.0193095, 0.0202641, -0.0142685, -0.0446146, 678.213, 1.47433
4157, 0, 0.877593, 1.14239, 0.267163, 0.0194716, 0.0187878, 0.0150693, -0.0908227, 745.78, 0.40062
4159, 0, -1.16959, 2.41772, 0.173035, 0.0184615, 0.0186799, 0.0057145, 0.0708581, 877.222, 0.147831
4171, 0, 0.643825, 2.74998, -0.261106, 0.0180991, 0.0183056, 0.0146369, 0.158821, 39.361, 0.178867
4173, 0, 0.870863, 0.183582, 0.232376, 0.0184437, 0.0190062, -0.00272746, -0.232795, 60.3358, 0.115569
4175, 0, -0.209793, 0.186111, 0.195219, 0.0205436, 0.0183162, -0.0415941, 0.0911318, 128.511, 0.373481
4182, 0, 0.110513, 5.15387, 0.078575, 0.0222648, 0.0234945, 0.0212825, 0.00255152, 70.4732, 0.678361
4186, 0, 0.985147, 5.56531, 0.1152, 0.0198978, 0.0199933, -0.0111597, -0.0580113, 233.344, 1.06795
4197, 0, -0.0421862, 0.970545, -0.121476, 0.0204304, 0.0180529, 0.00305751, -0.00228148, 89.238, 0.648983
