Event,subcl,eta_center,phi_center,time_center,eta_sig,phi_sig,etaphi_cov,timeeta_cov,energy,sw+,label
2081,0,0.332419,3.49311,-0.34923,0.0187024,0.0196736,0.00104093,0.0177603,48.3856,0.737861,-1
2086,0,0.381022,0.696656,0.118513,0.0185541,0.0203532,0.000580462,-0.0662574,224.216,0.783864,-1
2088,0,-0.821415,1.72747,-0.0507417,0.0183406,0.0194518,0.00819985,-0.0356539,39.443,1.06531,-1
2093,0,-0.871055,4.97986,0.181775,0.018921,0.019277,0.00025286,0.0299476,649.208,0.221154,-1
2094,0,-0.846782,2.11136,-0.14353,0.0194266,0.0298998,0.00875856,-0.045712,46.8063,1.1086,-1
2102,0,-0.509348,2.80213,0.216288,0.0208926,0.0185887,0.0501412,0.246102,22.835,0.559782,-1
2111,0,-1.11168,0.240551,-0.0297669,0.020104,0.0208974,-0.0824556,0.135667,196.618,0.523559,-1
2112,0,0.227029,5.37137,0.137763,0.0189164,0.0283357,3.99977e-05,0.0326491,259.68,0.633144,-1
2123,0,-0.508891,5.22823,0.0756381,0.0188935,0.01903,0.00924202,0.0653685,251.242,0.250211,-1
2128,0,0.486852,4.71843,0.219502,0.019391,0.0203698,0.0148115,-0.0804462,215.164,0.214876,-1
2129,0,-0.183524,0.175388,0.393783,0.0231932,0.0236638,-0.250537,0.0795234,48.8363,0.817346,-1
2130,0,-0.49227,1.05361,0.149641,0.0191588,0.0195454,0.0092731,-0.0387331,619.716,0.271874,-1
2132,0,0.871814,2.80777,0.545782,0.024359,0.0601974,0.174764,0.0483109,37.2198,0.692826,-1
2134,0,1.07514,3.62044,-0.022554,0.0191388,0.0188501,0.00570868,-0.0584619,227.531,0.328989,-1
2140,0,1.30492,5.75795,0.398477,0.026605,0.0265175,0.316245,0.0468562,41.9594,1.33324,-1
2143,0,0.0795124,1.04048,0.417956,0.0217098,0.0225283,-0.0194711,0.0605165,130.301,0.381646,-1
2145,0,0.976987,5.47273,0.0310271,0.0189379,0.0190949,0.0020327,0.0690566,634.779,0.17051,-1
217,0,-0.878602,2.08337,0.365454,0.0225852,0.0260047,-0.299946,-0.227402,34.503,1.22648,-1
219,0,1.39164,5.72473,0.0545083,0.018229,0.0243199,0.00513394,0.0313984,122.435,0.464068,-1
222,0,-0.0853179,4.54565,0.246426,0.0183933,0.0191429,0.000755714,-0.100137,78.4233,0.290771,-1
2153,0,0.904073,4.33184,0.189066,0.0195476,0.0198939,0.0592231,-0.0855781,34.3199,0.190527,-1
2157,0,-0.902459,3.06462,0.0649658,0.0224826,0.0204435,-0.110401,-0.230739,67.3556,0.609731,-1
2160,0,-0.661395,1.85225,0.293956,0.0182818,0.019095,-0.0029994,0.122911,36.859,0.438686,-1
2163,0,-1.18614,5.15726,0.324402,0.0217174,0.0263155,-0.00418406,0.254719,50.9321,0.63231,-1
2166,0,1.26063,5.85644,0.00939424,0.0198289,0.0254494,-0.0597476,-0.139957,241.495,0.506875,-1
2174,0,-0.259368,3.95773,0.0819614,0.0182728,0.0192968,0.00410922,-0.116533,37.4388,0.610017,-1
2204,0,-0.946028,5.47771,0.0840909,0.0198852,0.021999,-0.0106881,0.0445879,607.815,0.6155,-1
2207,0,-0.975179,0.231493,0.00113019,0.0188289,0.0226727,0.00609363,-0.0340019,641.502,0.469592,-1
2208,0,0.22544,4.6146,0.286036,0.0181715,0.0183344,-0.000106005,0.18317,41.7211,0.15794,-1
2209,0,1.01456,2.87553,-0.21138,0.0196312,0.0309091,-0.111837,-0.00565013,160.475,0.686787,-1
2222,0,-0.925838,3.06753,0.0688058,0.0200926,0.0310181,-0.137766,0.0381807,184.644,0.238526,-1
2224,0,-1.33711,0.666885,-0.189276,0.0191949,0.0197338,0.00495862,-0.158032,919.406,0.667572,-1
2225,0,-0.203896,0.557437,0.316448,0.0190594,0.0198113,-0.00269527,0.036738,63.8485,0.800482,-1
224,0,0.884061,0.203822,-0.109074,0.0197732,0.0194312,0.00975275,-0.151943,300.907,0.727132,-1
225,0,0.593641,5.60959,0.320117,0.0188346,0.0193089,-0.000729213,0.00647987,530.032,0.186095,-1
2231,0,-0.659532,2.92184,-0.169062,0.0187079,0.0186241,0.0030907,0.0675977,111.932,0.251064,-1
2240,0,1.00052,0.607334,-0.574044,0.0214263,0.0432833,0.0549923,-0.175113,33.2394,1.21511,-1
2241,0,0.543012,2.29179,0.145122,0.0189094,0.0200113,-0.0134695,-0.00087653,367.273,0.468029,-1
2252,0,0.989057,0.707764,-0.0618121,0.020955,0.018459,0.0565901,0.0433894,75.0377,0.413564,-1
2254,0,-0.944551,3.19979,0.334038,0.0193067,0.0398744,0.0445756,-0.0389659,109.613,0.35427,-1
2261,0,-0.0421862,0.970545,-0.121476,0.0204304,0.0180529,0.00305751,-0.00228148,89.238,0.648983,-1
2263,0,0.847201,3.41503,0.159611,0.0194362,0.0187108,0.0140575,0.0895614,38.5867,1.20969,-1
2268,0,-0.303494,3.26115,0.143324,0.0197199,0.0198375,-0.0547999,0.0484448,69.9072,0.903588,-1
2272,0,-0.639661,0.879863,-0.105679,0.020083,0.0201254,0.00784651,-0.0197805,549.462,0.517267,-1
2279,0,-0.0139743,0.322921,0.251252,0.0193328,0.019089,-0.022039,0.0808544,431.153,0.202286,-1
2284,0,0.242096,0.480367,0.183703,0.0186128,0.0207634,0.00435035,0.0423519,266.149,0.222292,-1
2286,0,-1.39938,3.14294,0.0505844,0.02073,0.0292955,0.123597,-0.129591,141.949,0.38193,-1
2291,0,0.872705,0.256723,-0.268914,0.018819,0.0208836,0.00211568,0.0647957,428.471,0.206793,-1
2296,0,-0.294782,0.771198,0.146026,0.0188359,0.020079,-9.24622e-05,-0.0139503,444.837,0.436772,-1
2299,0,1.12201,3.25517,-0.346964,0.0224859,0.0406121,-0.0688047,-0.0733098,27.8015,0.642781,-1
2300,0,0.537575,2.29009,0.102869,0.019614,0.0206688,0.00962182,0.0425949,448.695,1.08021,-1
234,0,-1.06093,0.645954,0.465847,0.0181783,0.01974,0.00330136,0.14847,90.3586,1.09641,-1
2307,0,1.3847,1.70739,-0.0626373,0.0209086,0.0715846,0.156027,-0.20778,58.507,0.737363,-1
2315,0,0.438671,2.79984,0.368133,0.0204875,0.0201359,-0.00783964,0.15357,216.347,0.118347,-1
2321,0,-0.293467,2.8081,-0.0054779,0.0182825,0.0196369,0.00378123,0.0513957,37.7197,0.656593,-1
2325,0,-1.01359,3.97403,0.128872,0.0189918,0.0525112,0.0871608,-0.0747059,49.8714,0.316649,-1
2334,0,0.122395,3.80254,0.163235,0.0189586,0.0204897,-0.00227954,0.051713,482.137,0.690143,-1
2342,0,0.100256,4.33822,0.233148,0.0190609,0.019038,-0.0175533,-0.110902,50.822,0.438874,-1
2343,0,0.83224,2.53345,0.086904,0.0199773,0.020693,-0.0072324,-0.0338652,516.548,1.17136,-1
2352,0,0.551977,4.09322,0.156169,0.0198602,0.0190985,-0.00149322,0.0189449,255.808,0.79262,-1
2356,0,0.138817,0.0738553,0.0864408,0.0188602,0.0199288,-0.00145842,-0.0713628,509.827,0.349464,-1
2374,0,-0.473124,3.72978,0.230376,0.0186941,0.0193903,-0.00391935,0.0570157,350.547,0.240425,-1
2375,0,0.612779,1.02104,-6.14278e-05,0.0188684,0.018525,0.000408476,-0.201307,82.6698,0.29053,-1
2377,0,-0.0269121,0.969804,0.206368,0.0201485,0.0186027,-0.0475023,-0.0443224,244.768,0.221626,-1
247,0,0.352674,3.48317,0.0680701,0.0192987,0.0185457,0.00939406,0.0138168,55.4095,0.567572,-1
248,0,1.32332,5.81048,-0.0374683,0.0185105,0.0248584,-0.094347,0.0179656,97.6657,0.551944,-1
2405,0,1.13942,3.16653,-0.271722,0.0264319,0.0880117,0.548643,-0.205683,17.679,0.792575,-1
2434,0,0.121759,1.7361,0.227685,0.0242633,0.0195793,-0.121336,0.284034,21.4626,0.936934,-1
2449,0,0.865962,4.89994,0.32027,0.0198081,0.0286015,-0.0373576,-0.0356396,261.48,0.886017,-1
2455,0,0.728048,6.06033,-0.293469,0.0192092,0.0196791,0.00826937,-0.062251,437.693,0.38691,-1
2461,0,0.115022,2.99764,-0.268995,0.0210633,0.0233833,-0.276801,-0.0582584,31.2062,0.373455,-1
2462,0,-0.935397,6.17813,0.0872582,0.0196365,0.0200073,-0.0152049,-0.0715777,115.406,1.38484,-1
2470,0,1.06195,3.22769,0.868523,0.0242849,0.0551511,-0.100341,0.218666,55.048,0.919954,-1
2479,0,0.873418,3.28875,0.132729,0.0188869,0.0191639,-0.0014357,-0.0623044,333.875,0.195818,-1
2486,0,1.21341,4.59776,0.0216121,0.0200751,0.0206501,-0.00302868,-0.122351,850.828,1.02349,-1
2495,0,-1.10926,6.19161,0.167967,0.0195403,0.0205085,0.0169071,-0.047355,798.68,0.64113,-1
2500,0,0.290562,4.87381,0.395059,0.0225703,0.0235063,-0.0135452,-0.0841456,64.4248,0.569989,-1
2502,0,-0.784549,1.53077,0.0922362,0.0197381,0.0203539,-0.0230519,0.0609615,426.905,0.449306,-1
2503,0,-0.462184,0.371576,0.319586,0.019958,0.0195437,0.0131707,-0.125115,375.94,0.767679,-1
2510,0,0.00943251,1.43905,0.25888,0.0194182,0.0193333,-0.0389292,0.0302346,217.139,0.128504,-1
2512,0,-0.809901,0.121945,-0.0584903,0.0199768,0.0223282,-0.0234321,-0.0126396,422.236,1.1618,-1
2517,0,0.667722,1.23106,-0.0251763,0.0200669,0.0287762,0.0553301,-0.0826823,359.261,0.532953,-1
2518,0,-0.543077,3.49803,0.142869,0.0188367,0.0195286,0.00822396,-0.0343756,345.025,0.23936,-1
2527,0,-0.692137,1.08994,-0.349906,0.0188329,0.0183864,-8.76581e-05,-0.0789898,39.6697,0.358179,-1
2534,0,-0.156972,3.59352,0.201468,0.0187928,0.020278,-0.0126194,-0.0620231,310.675,0.986579,-1
2541,0,0.916852,2.7797,0.351217,0.0207916,0.0277634,-0.0352126,-0.0662319,126.672,1.01504,-1
2554,0,-0.100352,0.397503,0.285492,0.0229704,0.0237302,-0.0106351,0.0463638,96.8451,0.489271,-1
2555,0,0.556696,6.19364,-0.214952,0.0184828,0.0265791,-0.00347959,-0.111463,76.4002,0.716913,-1
2562,0,-0.10909,4.90081,0.602146,0.0210923,0.024567,-0.241482,0.0104774,30.5913,1.69973,-1
2567,0,-1.11152,3.968,0.333615,0.0185085,0.0192299,0.0110585,-0.0435366,162.464,0.243261,-1
2568,0,-0.958519,1.12545,0.456598,0.0185755,0.0226667,0.000850284,0.0784142,482.887,0.175051,-1
2573,0,0.159375,1.84059,0.530001,0.0223479,0.019126,-0.100761,0.0988523,30.9403,0.538227,-1
2586,0,-0.859808,5.57266,-0.131417,0.0194774,0.0193494,0.0186314,-9.42575e-06,148.109,0.545425,-1
2596,0,1.34221,5.79963,-0.277473,0.0189412,0.02305,0.00641457,0.0936463,593.753,0.670899,-1
2599,0,-0.822992,6.01266,-0.186105,0.0182838,0.0312465,-0.0756221,-0.0551649,40.9086,0.21623,-1
2600,0,0.243577,6.10002,0.0666598,0.0188025,0.019683,0.00281606,0.00479526,483.174,0.0952472,-1
2602,0,-1.3254,0.95261,0.194152,0.0203525,0.0430207,0.00490029,-0.0133007,547.701,0.165467,-1
2603,0,0.90736,0.918071,0.0840235,0.0187114,0.018868,0.00137565,0.119831,336.144,0.158305,-1
2608,0,0.610354,1.48987,-0.17005,0.0185074,0.0201105,0.00879927,0.0904159,266.716,0.190771,-1
2613,0,1.1103,2.1989,-0.23662,0.0187471,0.028572,-0.00673952,0.0692492,184.026,1.04829,-1
2622,0,-0.609962,0.742831,0.155295,0.0182216,0.0185558,0.00324959,0.0446976,37.2687,0.210228,-1
2623,0,1.02138,0.709902,0.0784562,0.0214402,0.0192648,-0.0163506,-0.058031,102.67,0.708461,-1
30,0,-0.238492,0.965733,0.138375,0.0189139,0.0192058,-0.0111697,0.0399788,34.9951,0.509679,-1
270,0,-1.07817,4.48554,0.200954,0.0190428,0.0252673,0.0566592,0.0154293,947.204,0.966529,-1
2634,0,1.14721,3.15529,0.739468,0.0222429,0.0762727,0.191811,0.01929,36.6432,1.3991,-1
2636,0,0.489978,3.1482,0.352467,0.0187427,0.019384,-0.00529271,0.0429191,496.987,0.224067,-1
2637,0,-0.646476,2.3353,-0.189751,0.0208583,0.0255882,-0.0420265,-0.0234116,105.329,0.817055,-1
2645,0,-0.886169,2.0668,0.0125645,0.0216598,0.05624,-0.0154218,-0.29704,28.0516,0.142225,-1
2649,0,0.923763,4.99317,0.307957,0.0180918,0.0200341,-0.00256919,0.0919078,58.4647,0.704437,-1
2653,0,0.59765,4.88049,-0.10357,0.0194501,0.0190077,0.0204491,0.0289719,159.691,0.437863,-1
2660,0,1.13023,3.02661,0.00783635,0.0190678,0.0382354,0.0585052,0.0462558,386.197,0.386517,-1
2666,0,-0.77129,5.6062,0.303215,0.0200261,0.0212655,0.0197863,0.0828526,300.578,1.05901,-1
2671,0,-0.0703502,4.12583,0.221186,0.0195783,0.020587,-0.00793247,0.0717296,486.954,0.476787,-1
2673,0,1.34347,0.937953,0.060473,0.0194387,0.0197485,0.0256673,0.0259589,1140.03,0.294038,-1
2674,0,-0.108946,3.65884,0.861495,0.0238641,0.0206243,0.215525,0.211318,13.2315,1.07149,-1
2676,0,1.27572,5.85267,0.342129,0.0214355,0.0476127,-0.345062,0.169389,279.594,0.243594,-1
2677,0,-0.732752,4.33796,0.0998895,0.0190463,0.0193558,-0.0126735,-0.0162155,234.648,0.30157,-1
2682,0,1.3964,2.74941,-6.64483e-05,0.0213644,0.100989,-0.324777,-0.0181821,59.9205,0.567817,-1
2685,0,-0.102565,0.68993,-0.0119558,0.0199548,0.0192459,0.0843455,-0.00377119,95.3262,0.209646,-1
2686,0,-0.928945,1.48488,-0.238891,0.0197993,0.0259783,-0.00723427,-0.0287313,480.652,0.972518,-1
2692,0,-0.291485,0.271088,0.396205,0.0238363,0.0202317,-0.163942,-0.293634,19.764,0.965189,-1
2699,0,1.25869,5.76853,-0.183576,0.0202625,0.0680109,0.192331,0.0532759,67.7489,0.642832,-1
286,0,0.137521,1.14466,0.19338,0.0183342,0.0187024,-0.00596352,0.200089,48.1159,0.264465,-1
2710,0,1.04977,3.15156,0.17182,0.0214516,0.0304527,-0.279312,0.0123679,60.4699,0.937815,-1
2715,0,-0.71241,2.99612,0.0995593,0.0182732,0.0188631,0.00282406,-0.0994346,92.04,0.197034,-1
2717,0,-0.679048,3.28606,0.184278,0.0182401,0.0187951,-0.00145904,0.080187,123.426,0.200183,-1
2727,0,0.172383,5.70067,0.0445605,0.0188855,0.019755,-0.00498756,0.00289511,534.556,0.322557,-1
2728,0,1.28811,5.85711,0.489787,0.0218852,0.0479281,-0.346962,0.0250386,103.783,0.491711,-1
2729,0,0.765681,0.274995,0.142092,0.0188294,0.0196925,0.000870304,0.107625,257.85,0.294741,-1
2737,0,-0.0305764,5.14247,0.0749366,0.0188915,0.0193066,-0.00538367,-0.0933868,440.172,0.191837,-1
2742,0,0.505601,0.617511,-0.00705194,0.018668,0.0297998,-0.0040065,0.118175,87.3868,0.357147,-1
2743,0,1.16901,5.18069,-0.0868068,0.0182618,0.0297266,-0.00423202,-0.0759775,157.507,1.08406,-1
2755,0,-0.865116,4.53274,0.200768,0.0252474,0.0231449,-0.283505,0.0295508,25.6055,1.08895,-1
2761,0,0.383787,5.95589,-0.198083,0.0190145,0.0196223,-0.0269278,0.0466657,277.435,0.382526,-1
2767,0,0.613495,4.38896,-0.00240767,0.0186751,0.0188507,-0.0180683,-0.074022,53.3077,0.335893,-1
2768,0,0.0133211,4.56025,0.194911,0.0188054,0.0194464,-0.0194035,-0.235855,149.434,0.325391,-1
2769,0,-0.171538,0.0782003,0.0649576,0.0188103,0.0188913,-0.00428664,0.0640795,149.94,0.210122,-1
2772,0,0.123222,1.84133,0.175346,0.0235046,0.0192358,0.104815,-0.313579,37.4358,0.76422,-1
2782,0,-0.362593,3.24361,0.222316,0.0189561,0.0210818,4.36338e-06,-0.0736946,428.857,1.1256,-1
2785,0,-0.172724,0.495991,0.415972,0.0234517,0.0244658,0.0101621,-0.103838,100.785,0.604696,-1
287,0,1.15205,2.42577,-0.113988,0.0187939,0.0527786,-0.00597969,-0.229355,47.7105,0.869562,-1
288,0,0.564426,0.077007,0.377315,0.0197552,0.0188734,-0.00750733,-0.0179263,197.908,0.557594,-1
292,0,-0.0699217,5.48899,-0.227444,0.0194229,0.0197367,0.0137886,0.100157,397.858,0.34212,-1
2788,0,0.244398,0.583107,0.14242,0.0190574,0.0227068,-0.0289764,0.0538106,519.897,0.254896,-1
2790,0,0.975131,4.69246,0.0219559,0.0181667,0.029024,0.00527478,0.0525408,86.5283,0.142413,-1
2801,0,0.896269,0.347338,-0.0785174,0.0216699,0.0214881,0.0865343,0.0449178,113.382,0.460993,-1
2803,0,-1.31091,3.56952,-0.103523,0.0201341,0.0283314,-0.121375,-0.103923,587.295,0.228612,-1
2805,0,-0.137655,0.186499,0.111951,0.0190515,0.0193938,0.00546381,0.0138179,397.837,0.201375,-1
2807,0,-0.00888195,3.93401,-0.107494,0.0197654,0.0234096,-0.0435191,-0.133308,325.327,0.1291,-1
2813,0,0.541087,1.7169,0.138371,0.0188565,0.0198286,0.00845892,0.0445013,460.812,0.299998,-1
2818,0,-0.121503,4.77482,-0.218691,0.0183373,0.0184996,-7.43829e-05,-0.0812819,79.1338,0.171955,-1
2821,0,1.37693,5.50423,-0.136455,0.0189029,0.0338326,-0.0728576,-0.00990132,112.702,0.805195,-1
2828,0,-0.703607,5.56548,1.93139,0.0244254,0.0283763,-0.401718,-0.0561865,13.774,1.34896,-1
2846,0,0.0489802,0.776718,0.320735,0.0183183,0.0185065,0.00322276,-0.0692366,76.4976,0.16997,-1
2850,0,1.01065,5.54142,-0.021185,0.0189148,0.0192219,-0.00296748,0.0421433,689.907,0.171053,-1
2855,0,-0.474604,2.80172,0.123202,0.0191899,0.0180484,-0.0189244,0.113488,290.341,0.15296,-1
2856,0,0.980717,5.08456,0.0503516,0.0200643,0.0205593,-0.0237657,-0.130585,863.184,0.606652,-1
2857,0,-0.863255,4.87708,0.0422951,0.019971,0.0311962,-0.0121279,0.0713296,261.594,1.0309,-1
297,0,0.995323,4.17428,-0.146929,0.0189264,0.0730631,-0.142008,0.0340766,50.6854,0.361353,-1
2868,0,-0.899573,2.50667,0.143225,0.0197492,0.027753,-0.0172468,-0.023773,138.605,1.01886,-1
2872,0,-0.756193,2.0094,0.638624,0.0197111,0.0457591,0.0425581,-0.0872188,52.3468,0.907981,-1
2873,0,0.462477,1.86817,0.0450751,0.0226053,0.0226268,0.0646835,0.128825,42.0429,0.507783,-1
2876,0,1.10182,3.24191,0.18715,0.0209915,0.0313182,-0.0516369,-0.10212,44.4688,1.71539,-1
2879,0,0.489561,2.99014,-0.0976502,0.0180159,0.0436901,0.00354015,-0.155102,34.1108,0.15805,-1
2885,0,-1.01102,1.74334,0.374736,0.0184463,0.0194384,-0.00500408,-0.185191,46.5756,0.804464,-1
2892,0,-0.954907,1.99944,0.199122,0.0214307,0.0195431,-0.101924,0.22524,56.5582,0.770873,-1
2910,0,-0.225916,0.186457,-0.210267,0.0207898,0.0182821,-0.000374025,-0.184789,75.4659,0.43062,-1
2913,0,-1.07323,3.0378,-0.129177,0.0196598,0.0243743,-0.0152488,-0.0492362,235.466,1.11321,-1
2914,0,-0.949006,1.99879,0.238949,0.0208979,0.0186821,-0.0455758,-0.00450013,319.076,0.598395,-1
2916,0,0.87843,5.60443,0.100549,0.0198824,0.0200766,-0.0244583,-0.0267375,366.274,0.79739,-1
2925,0,0.730539,2.66353,-0.348054,0.018284,0.0183821,-0.0109167,-0.0403356,51.7895,0.162778,-1
2934,0,1.30358,3.14813,0.319722,0.0190678,0.0466792,0.116275,-0.0613862,112.789,1.08443,-1
2944,0,-0.974467,4.28438,-0.0556047,0.0188657,0.0197148,0.00451871,-0.0679897,758.8,0.223792,-1
2945,0,-1.11258,3.54729,0.314045,0.0186008,0.0515579,-0.206291,-0.176538,65.9889,0.370916,-1
306,0,-0.0697891,2.94732,-0.217524,0.019426,0.0206174,-0.0105041,-0.0143552,416.578,1.01624,-1
309,0,-1.34217,5.89293,0.0785443,0.0192216,0.0197577,-0.0121597,-0.0333839,1007.54,0.300736,-1
2948,0,-0.766121,4.10249,0.831505,0.0222188,0.0657033,0.113107,0.163612,23.3095,0.704268,-1
2949,0,0.524745,3.02996,-0.0767096,0.0187579,0.0190218,0.00246115,0.0217307,340.268,0.162898,-1
2961,0,0.945271,5.69821,0.349092,0.0198689,0.0225253,0.0145379,-0.0195431,853.777,0.38923,-1
2965,0,1.08064,5.60825,0.261131,0.019312,0.019662,-0.0138524,-0.0272915,669.35,0.31137,-1
2968,0,-1.09453,4.69312,-0.0719299,0.0183727,0.0202257,0.00385223,-0.0662101,142.957,0.938607,-1
2972,0,1.21902,5.38297,0.00312927,0.0183875,0.0186785,0.000243053,0.137778,84.44,0.218988,-1
2987,0,-0.151005,3.36107,0.525501,0.0191171,0.0184577,-0.00532495,-0.11133,33.0422,0.466869,-1
2998,0,-0.778862,2.47486,-0.216565,0.0188021,0.01984,0.0122757,-0.101606,104.838,0.597959,-1
3002,0,-0.884607,1.61831,0.175551,0.0192766,0.0191103,-0.00459433,0.0755786,73.9016,0.642425,-1
3003,0,0.628674,0.759212,-0.0341744,0.0183986,0.0463198,-0.031199,-0.0882956,57.4922,0.278526,-1
3013,0,0.828147,3.11908,-0.137616,0.020247,0.0198246,0.018291,-0.0741877,755.368,0.885013,-1
3016,0,-1.14699,5.60203,-0.103886,0.0224978,0.0281338,-0.0378867,-0.0285263,147.269,0.143388,-1
3019,0,0.820848,3.7357,0.0479004,0.0191799,0.0213235,-0.0422283,0.0655845,266.002,0.797888,-1
3020,0,-0.741603,4.11258,0.0336136,0.0203228,0.0185477,0.00681153,-0.0927904,78.7705,0.594538,-1
315,0,-0.681212,5.24593,0.302889,0.0192892,0.0193905,-0.0117312,0.0752276,690.669,0.240601,-1
317,0,1.08517,3.13178,0.320488,0.0228528,0.0268622,0.0387708,0.0249124,58.256,0.974337,-1
3030,0,-1.3648,5.01224,-0.154263,0.02007,0.0220588,0.0141584,0.0108015,696.628,0.99247,-1
3034,0,0.661815,0.844374,0.147053,0.0180372,0.0182952,-0.0125957,0.132893,38.3195,0.172603,-1
3041,0,-0.933475,3.06506,1.29064,0.0215641,0.0182194,-0.00434313,-0.242527,15.7735,1.21032,-1
3048,0,-0.10399,1.54093,0.0994441,0.0187576,0.0222236,-0.00309968,-0.076827,407.966,0.167154,-1
3074,0,-1.37423,2.62555,-0.128966,0.0190326,0.0202892,0.00416505,-0.0167287,852.322,0.126203,-1
3079,0,0.331442,2.48866,0.211132,0.0192759,0.0193515,0.00821702,-0.0387384,437.056,0.278073,-1
3082,0,-1.0795,0.0114156,0.0558058,0.0188763,0.0191271,-0.0154164,0.0791686,566.311,0.257551,-1
3087,0,1.1143,2.22809,0.0794068,0.019163,0.030495,-0.0258606,-0.0725274,493.475,0.941295,-1
3097,0,0.00802237,3.76915,0.029264,0.0200835,0.0209412,-0.0927929,0.0924365,353.725,0.488148,-1
3099,0,-0.225531,0.515471,0.018273,0.0183981,0.0219061,0.048473,-0.0691932,44.7124,0.178767,-1
327,0,0.0662,1.90702,0.373198,0.0191439,0.0196338,0.0112066,0.0361809,378.292,0.215895,-1
331,0,-0.109349,0.793038,-0.0496661,0.0213356,0.0190708,-0.0726137,0.146248,39.797,0.949956,-1
3107,0,0.909348,1.21462,0.194023,0.0185952,0.0543736,-0.0758902,0.00801974,57.43,0.202122,-1
3112,0,-0.0249131,3.72818,-0.236663,0.0198086,0.0190639,-0.00187936,0.139729,137.134,0.50841,-1
3113,0,-0.363001,5.93432,0.0378155,0.0214791,0.0271431,-0.0407831,-0.00518082,182.286,1.80125,-1
3113,1,-0.367549,5.93892,0.0293059,0.0240722,0.0262556,-0.171349,-0.100917,133.358,0.416594,-1
3122,0,1.28613,5.86448,0.510841,0.0210354,0.0338258,-0.0547898,0.18404,65.5518,1.15269,-1
3131,0,-0.0525316,0.970425,-0.145937,0.020065,0.0180816,-0.0182505,0.0575621,140.119,0.321878,-1
3133,0,-0.872391,2.98556,0.0362767,0.0180601,0.021137,0.0533842,0.0142486,227.573,1.00389,-1
3142,0,-0.453572,0.988548,0.122639,0.0190546,0.0194162,0.016061,-0.0894645,137.374,0.170535,-1
3143,0,0.812958,3.74595,0.0581191,0.0237996,0.0232704,-0.0639215,0.134461,69.8273,0.648488,-1
3166,0,-0.277444,0.108037,-0.261381,0.0182327,0.0207119,-0.050119,0.0218324,72.2059,0.405705,-1
3177,0,0.0284345,4.086,-0.44355,0.0183191,0.0244816,0.0146762,-0.000403531,41.7623,0.267692,-1
332,0,1.08144,2.86992,0.191578,0.0192726,0.0315133,0.120006,0.0732299,70.5753,0.519453,-1
333,0,-0.163201,0.689198,0.399064,0.0225635,0.0200766,-0.109855,0.200376,76.2909,0.604875,-1
3186,0,-0.263425,0.187301,-0.105432,0.0210584,0.0231212,0.241059,-0.301582,34.7445,0.64056,-1
3189,0,0.559209,6.05529,0.182601,0.0188361,0.0204653,0.00354249,-0.0674978,497.968,1.03033,-1
3193,0,0.473202,1.65432,0.27408,0.0189139,0.0209562,0.00394286,-0.0875726,564.046,0.433216,-1
3213,0,-0.31598,0.163512,0.139771,0.0228537,0.0174533,0.000255337,0.0889694,8.88754,0.961471,-1
3214,0,0.181231,0.883725,0.146907,0.0194831,0.0186248,0.00553835,0.0938839,41.3279,0.9205,-1
3216,0,-0.619416,5.79507,-0.195139,0.0195754,0.0197933,-0.0428704,-0.2087,63.7224,1.39992,-1
3218,0,-0.177413,0.0958192,-0.614911,0.0208324,0.0232175,0.214251,0.321266,21.1047,0.997498,-1
3224,0,0.921142,1.64815,-0.767532,0.0239,0.0185419,-0.00969006,0.0837267,16.0538,1.28034,-1
3226,0,-0.697863,4.09342,0.267588,0.0196934,0.0214316,-0.142233,0.00713764,95.5004,0.341959,-1
3228,0,0.628096,1.19772,0.543894,0.0181252,0.019031,0.0167838,0.0612417,38.0583,0.378538,-1
3232,0,-0.212916,5.06885,0.048009,0.020328,0.0269175,0.175854,0.0346739,26.2935,0.360064,-1
3234,0,-0.977256,4.04574,-0.145854,0.0189796,0.020799,0.0024276,-0.00607779,220.06,0.574684,-1
3236,0,0.348898,4.46985,0.357541,0.019123,0.0203972,-0.0110442,0.0627766,444.896,0.927827,-1
3241,0,-0.714905,0.127758,-0.109813,0.0190472,0.0191204,0.0066384,-0.0352911,287.569,0.250579,-1
3246,0,0.728622,3.22023,0.156845,0.0189357,0.0202708,0.00116531,0.0295009,630.806,0.229556,-1
3247,0,1.32083,5.93934,0.148449,0.0190829,0.019819,0.0139943,-0.0307689,785.076,0.367056,-1
3254,0,0.965715,0.614573,0.506784,0.0209791,0.0232703,-0.20989,0.312967,25.7955,0.768594,-1
3256,0,0.328657,4.96356,0.0340481,0.0183689,0.0186579,0.00336268,-0.02602,95.6948,0.200777,-1
343,0,-0.188087,0.17461,0.547885,0.0237782,0.0225613,-0.284469,-0.407387,12.6476,1.10227,-1
3268,0,-0.173518,0.153147,0.172301,0.0185499,0.0212677,-0.0797063,-0.0712152,91.799,0.445371,-1
3270,0,0.121602,1.66505,-0.298378,0.0182743,0.0191566,-0.00181058,-0.0381438,101.025,0.269477,-1
3275,0,0.0700778,2.24224,0.26643,0.0194432,0.0195679,-0.00837419,-0.046037,371.406,0.310088,-1
3278,0,0.190304,4.415,-0.191999,0.0182583,0.0195882,0.00284658,-0.00782813,36.573,0.775419,-1
3281,0,-0.901438,4.52737,0.179145,0.0196108,0.0275539,0.0106318,0.115063,150.06,0.570143,-1
