Event,subcl,eta_center,phi_center,time_center,eta_sig,phi_sig,etaphi_cov,timeeta_cov,energy,sw+,label
3284,0,0.0120691,5.51695,0.289267,0.0180491,0.0343865,-0.0119722,0.042444,37.1759,0.250298,-1
3289,0,-1.18951,5.03507,-0.00611117,0.0224302,0.0296629,-0.0139648,-0.0620354,45.0513,1.07492,-1
3303,0,0.783951,4.18027,-0.0801427,0.0195599,0.0193385,-0.00277517,-0.00695962,389.462,0.0976475,-1
3309,0,0.401473,3.20151,0.126561,0.0186972,0.0184143,-0.00860542,0.0348885,67.5141,0.248481,-1
3319,0,0.87575,0.356513,0.251548,0.0207103,0.0247929,-0.0898429,0.0336916,176.577,0.342733,-1
3321,0,1.16709,2.48689,0.0252743,0.0185418,0.0183837,0.000990804,-0.173508,112.07,0.192284,-1
3325,0,0.0846279,3.36128,0.422846,0.0190697,0.0190884,-0.0025107,0.111341,484.653,0.181141,-1
3338,0,-0.804029,3.81625,0.229599,0.0190049,0.0197075,0.00772945,0.000870615,757.894,0.230122,-1
3339,0,0.548853,0.75006,0.0904302,0.0213949,0.0228057,-0.0579121,0.0165972,178.946,0.449212,-1
3342,0,0.192108,5.87466,0.0402872,0.0181993,0.0183205,0.0150134,0.0450103,33.0119,0.199085,-1
3343,0,-0.55873,3.24966,-0.117398,0.0188506,0.0198993,0.00275971,-0.0847601,490.234,0.362115,-1
354,0,-0.362351,0.184412,-0.0216184,0.0202825,0.0236793,-0.143033,0.151065,41.0276,0.649468,-1
3347,0,1.02571,0.269157,-0.228568,0.0182163,0.0277279,-0.00298705,-0.127667,63.3223,1.03664,-1
3348,0,0.456511,0.643582,-0.189876,0.0190039,0.0203283,0.00622392,-0.0932051,450.226,0.566291,-1
3369,0,-0.120046,5.64777,-0.0740135,0.0188588,0.0193729,0.00160352,0.120268,264.451,0.257776,-1
3373,0,1.07829,2.9085,0.10006,0.0186394,0.0202073,0.0180974,0.136245,260.782,0.250856,-1
3381,0,1.0659,4.87851,-0.0224751,0.0191017,0.0184852,-0.00293748,0.098123,60.5078,0.439769,-1
3401,0,0.781021,5.7569,0.129236,0.0193907,0.0235092,0.00702985,-0.00309448,510.312,0.186639,-1
3402,0,1.04395,4.73399,0.0254129,0.01848,0.0207238,0.00569156,-0.0683785,230.635,0.494732,-1
3405,0,-0.375661,4.12708,0.33319,0.0210226,0.0216787,0.00195684,0.191857,45.2624,0.388639,-1
3406,0,0.493295,3.4288,0.342781,0.0194885,0.0193356,-0.00997486,-0.151532,655.637,0.317867,-1
3412,0,0.92342,2.63613,-0.111766,0.0180656,0.064836,0.0871784,0.0149539,45.8862,0.132155,-1
3417,0,0.137859,1.84233,0.332796,0.0220058,0.0183298,0.00363393,0.375722,31.1044,0.708277,-1
3424,0,-1.2379,5.08722,-0.0311868,0.0187075,0.0251402,-0.0614128,0.0434377,136.41,0.45955,-1
35,0,0.694292,6.25814,0.302789,0.0184243,0.0183908,0.0122566,-0.258006,55.3466,0.179168,-1
36,0,-0.455934,3.65669,0.105202,0.0189482,0.019707,-0.00807545,0.0210326,228.563,0.05935,-1
40,0,0.805073,1.49247,0.225475,0.0189926,0.0197017,0.00672067,0.0401531,526.314,0.147461,-1
40,1,0.0336054,2.26025,0.1089,0.0191789,0.0191551,0.00394465,-0.151786,65.183,0.245723,-1
362,0,0.987606,3.23615,0.151704,0.0198462,0.019203,0.00377061,-0.102907,628.009,0.53991,-1
3428,0,1.21169,5.05741,-0.304148,0.0241263,0.0662995,0.524819,-0.135749,127.769,1.28975,-1
3432,0,-0.733921,5.40231,0.085865,0.0198179,0.0201573,-0.0160669,0.113958,549.947,0.283782,-1
3435,0,0.6128,1.14205,-0.00139554,0.0192585,0.0207845,-0.00953555,0.0114804,564.125,0.291211,-1
3438,0,-1.28172,3.57093,0.588522,0.0255315,0.0223695,0.132047,0.0427895,30.3543,1.16494,-1
3441,0,0.575077,0.0272829,-0.140538,0.0187644,0.0189705,-0.00204193,-0.120759,322.856,0.203038,-1
3449,0,-1.07922,4.31463,0.0815739,0.0185579,0.0194593,0.00960006,-0.190121,136,0.391057,-1
3455,0,-0.680269,1.26585,0.217056,0.0187783,0.0188756,-0.0020811,-0.058369,243.271,0.178896,-1
3474,0,-0.453436,5.68282,0.045143,0.0188548,0.0474439,-0.084082,-0.0114032,68.339,0.105424,-1
3480,0,-1.08519,4.04171,-0.186856,0.0210548,0.0431189,0.298098,-0.188497,144.213,1.04457,-1
3485,0,-0.242632,4.00373,0.312697,0.0182654,0.0187001,0.000642606,0.0428517,96.0494,0.0987781,-1
3489,0,1.18135,1.6629,0.143432,0.0213497,0.0312807,-0.0152016,-0.0863982,148.828,0.70525,-1
3490,0,0.347214,5.83443,0.423574,0.0305295,0.0553632,-0.16204,0.0848203,52.8328,0.273121,-1
3490,1,-0.213274,0.186632,-0.214905,0.0219934,0.0182299,-0.00823969,-0.0590371,13.7615,1.0059,-1
3494,0,0.873751,1.37051,0.242303,0.018665,0.0185187,-0.0044448,-0.0115635,140.545,0.189768,-1
3494,1,-0.346528,1.9448,-0.0754243,0.0181424,0.0187565,-0.000135589,0.104242,35.1796,0.242746,-1
3500,0,0.876343,3.426,-0.27688,0.0190531,0.021834,-0.00203728,0.0390497,59.5186,1.40728,-1
369,0,-0.207859,3.78579,-0.0507081,0.0179773,0.0284767,-0.0215702,-0.112989,41.8576,0.507169,-1
3511,0,-1.09595,6.23944,0.10344,0.0186522,0.0187565,0.00535323,0.198411,221.741,0.168949,-1
3517,0,-0.359222,3.74656,-0.0493327,0.0198711,0.0195163,0.00483933,-0.184413,412.298,0.59534,-1
3525,0,0.0116603,3.05079,0.188319,0.018263,0.0195798,-0.0209551,-0.0133691,73.6597,0.322276,-1
3526,0,-0.47392,0.627634,-0.0474256,0.018588,0.0207127,9.10186e-05,0.129891,186.308,1.21995,-1
3528,0,-0.490671,4.49626,0.127507,0.0182138,0.0229567,-0.00152691,0.0585647,72.5238,0.575718,-1
3542,0,0.241387,4.52941,0.102746,0.0187546,0.018971,0.00261149,0.0553702,295.45,0.184576,-1
3543,0,-0.510102,0.563607,0.0155606,0.019118,0.0199014,0.00674703,-0.0358475,112.127,0.591075,-1
3547,0,1.24399,0.745335,-0.233892,0.0203744,0.0720261,0.0584645,0.114524,97.5049,0.63518,-1
3548,0,-1.33988,6.07771,0.0749667,0.0187194,0.0206145,-0.00191138,-0.00638615,546.407,0.276648,-1
3549,0,0.36561,4.82563,0.18881,0.0191297,0.0194092,-0.00422459,0.00181116,499.706,0.250412,-1
3556,0,-0.133481,3.76534,0.0775665,0.0215706,0.0194282,-0.0271022,-0.0145259,28.5179,0.751114,-1
3560,0,0.947093,3.10554,-0.0485996,0.0214902,0.0268958,-0.0284844,0.0299102,218.546,0.444643,-1
3563,0,0.912307,1.38981,0.055428,0.0191885,0.0187081,0.0124886,-0.0940094,52.9931,0.550112,-1
3565,0,-1.30522,2.11891,0.102646,0.0181246,0.0183091,0.0121567,0.0190154,64.4107,0.154449,-1
3566,0,-1.15049,3.90299,0.16796,0.0192298,0.0283119,-0.0614267,0.0156228,724.337,0.257572,-1
3575,0,0.869773,3.91765,0.335053,0.0191247,0.0187603,0.00507387,-0.0443069,246.901,0.263838,-1
3578,0,0.80389,4.95315,-0.0539511,0.0193623,0.0584236,0.270183,0.255904,77.5672,0.10718,-1
3579,0,-0.328683,4.48224,0.113851,0.0182785,0.0193297,0.00540723,-0.189906,45.5097,0.528883,-1
3584,0,-1.07691,1.76687,0.0940041,0.0181758,0.0319105,-0.0124396,0.072094,86.9484,1.03365,-1
3585,0,-0.67813,3.41321,0.159184,0.0188767,0.0270623,0.0221452,-0.0465413,507.476,0.206601,-1
383,0,-0.72466,3.98698,0.158403,0.019584,0.0184865,-0.00162946,0.0756656,97.3157,0.647322,-1
3586,0,-1.34054,5.36731,-0.165652,0.0187213,0.0380175,0.0311596,-0.036026,273.322,0.589855,-1
3588,0,-1.15058,5.0451,0.0877142,0.0230426,0.0579538,0.338174,0.136151,89.2025,0.523365,-1
3591,0,-1.35841,4.08503,0.102808,0.0186703,0.0201687,-0.00382518,-0.147667,371.374,1.06375,-1
3594,0,-0.458385,5.33035,0.0721781,0.0190538,0.0184409,0.00858755,-0.0427278,92.3961,0.271384,-1
3596,0,0.143039,3.65528,0.363141,0.0196669,0.0202882,0.0178822,0.0214785,458.413,0.430542,-1
3599,0,-0.278483,4.01729,-0.152521,0.0179964,0.0226504,-0.0218849,0.162616,45.0304,0.170473,-1
3600,0,-1.1256,2.34996,0.109336,0.01888,0.0188859,0.0223009,-0.0436345,57.2284,0.39786,-1
3608,0,-0.490803,3.26924,0.319112,0.0183336,0.0185602,-0.00243135,-0.209474,94.7725,0.202169,-1
3623,0,1.00917,0.953356,0.307633,0.0187929,0.0190722,0.00852482,0.0894436,802.247,0.150881,-1
3630,0,-0.488219,0.210943,-0.0265105,0.0191313,0.020639,-0.00220722,0.00838652,547.465,1.19699,-1
3648,0,-0.11369,0.689586,0.325934,0.0215072,0.0203734,0.17422,0.101138,16.1644,0.666047,-1
3650,0,-0.702691,0.186743,0.235785,0.019919,0.020367,-0.0263406,0.0797769,311.863,0.659441,-1
3661,0,0.225616,0.411625,0.242957,0.0187237,0.0194228,0.00326748,-0.000691091,482.017,0.222059,-1
3664,0,0.29568,5.88162,-0.011912,0.0188216,0.0203683,0.00754926,0.13073,303.367,0.924066,-1
3673,0,0.175773,1.19511,-0.125161,0.0192341,0.019193,0.018088,-0.010752,270.88,0.247152,-1
3681,0,0.810789,4.82762,0.106549,0.020243,0.0195746,0.00342395,-0.0860177,603.471,0.776339,-1
3688,0,-0.745801,2.80584,-0.0618647,0.0190105,0.0239112,-0.00367154,-0.0747379,280.574,0.335078,-1
3695,0,-0.680086,2.2393,0.132802,0.0184526,0.0185342,-0.00132417,-0.0148225,58.4039,0.206239,-1
3702,0,0.176818,4.7405,0.0478754,0.0196275,0.0191842,0.0014637,0.113673,414.417,0.30473,-1
3703,0,0.803992,1.48179,-0.221939,0.0185629,0.0201612,0.0126485,-0.0398664,133.073,0.965833,-1
3715,0,0.57527,2.28244,-0.23828,0.0182791,0.018841,-0.00172445,0.0613414,35.3863,0.253098,-1
3730,0,-0.12375,0.794324,-0.346235,0.0205036,0.0181723,0.0129619,0.164071,29.2089,0.507543,-1
3740,0,0.293353,5.89183,-0.0103129,0.0185263,0.0185226,-0.00180514,-0.196848,99.5409,0.20651,-1
401,0,-0.413976,5.90637,0.312899,0.0193645,0.0193728,-0.00662563,0.0345781,584.315,0.285654,-1
3761,0,-1.17426,5.1661,0.167265,0.0210645,0.0605765,0.0162241,-0.0199737,109.344,0.777572,-1
3768,0,0.133079,1.73394,0.117024,0.0216148,0.0188993,0.0122421,-0.0517769,61.7675,0.830928,-1
3775,0,0.240872,0.867461,-0.175275,0.0186078,0.0354209,0.0121584,0.0907368,61.9593,0.229693,-1
3778,0,0.276996,1.42227,0.335919,0.0180037,0.0181543,-0.0137861,-0.0237471,35.8057,0.136681,-1
3793,0,0.124031,5.19195,0.119782,0.0191186,0.0188905,-0.00630118,-0.0112604,174.612,0.254902,-1
3808,0,0.465076,0.0222443,0.0733153,0.0196024,0.019652,-0.00830238,0.00799673,57.6624,1.44616,-1
3810,0,-0.0938758,3.23906,0.248664,0.0201655,0.0194474,-0.0159604,0.132881,322.85,0.861471,-1
3815,0,0.90677,3.98426,0.382524,0.0187426,0.0196431,-0.00744905,0.11222,628.259,0.222963,-1
412,0,1.02668,4.89277,0.0267089,0.0187998,0.0197815,-0.00410984,-0.0584829,758.244,0.2783,-1
3827,0,0.904322,0.346705,0.251101,0.0188253,0.0430425,-0.0709758,0.0718908,60.1416,0.413585,-1
3835,0,-0.444682,2.70738,0.340024,0.023099,0.0243822,0.269555,0.0589066,24.3994,0.529613,-1
3850,0,-0.278612,0.131899,0.00564157,0.0180949,0.0213258,-0.0102519,0.0583683,71.7068,0.528039,-1
3851,0,-0.731964,4.11514,0.0308467,0.0200721,0.0469433,-0.180061,-0.159604,83.1686,0.297556,-1
3855,0,0.623772,0.692947,0.158304,0.019537,0.0195928,-0.00819294,-0.000800849,485.312,0.506951,-1
3864,0,-0.806149,4.07745,0.0863953,0.0189176,0.0193725,-0.00158291,0.0626843,506.626,0.24903,-1
3867,0,-0.445448,2.7903,1.09163,0.0223679,0.0220619,-0.2536,0.537529,11.1652,0.308572,-1
3876,0,0.540395,0.744034,-0.000712913,0.023147,0.0244069,0.00837733,-0.0865429,99.6635,0.579626,-1
3880,0,-0.948721,4.97068,-0.099045,0.0197718,0.0220498,-0.0167682,0.0600233,100.491,1.07075,-1
3884,0,-0.604307,0.57286,0.0955049,0.0200128,0.0200615,-0.0112662,0.0248588,602.785,1.09362,-1
3885,0,-0.295385,0.792348,0.0134814,0.0186735,0.0189872,0.000551216,-0.0421266,399.992,0.171514,-1
3896,0,0.0475665,2.53788,-0.102465,0.0191371,0.019127,0.00539219,-0.076503,510.296,0.175197,-1
3900,0,0.957406,1.75742,-0.0216131,0.0193791,0.0343252,-0.0313483,-0.00903797,107.478,0.189503,-1
3901,0,0.212257,0.764371,-0.214966,0.0190087,0.0192714,0.00781272,-0.286573,50.3255,0.769749,-1
3902,0,1.35745,3.77565,0.150401,0.0187186,0.0205114,-0.00774862,-0.0334667,618.938,0.354505,-1
3905,0,0.989114,0.53904,-0.203169,0.0194308,0.0213284,-0.00407935,-0.104863,483.647,0.663592,-1
415,0,0.746346,0.904947,0.152057,0.0183233,0.018959,-0.00739541,0.047801,58.0884,0.39325,-1
421,0,-0.381689,5.58015,0.558362,0.0180145,0.0252589,0.0125428,0.0414049,44.5651,0.236704,-1
3908,0,0.890423,1.0206,-0.0391188,0.0187879,0.0198439,0.00772027,-0.00887687,441.599,0.268593,-1
3915,0,-0.674138,3.75085,0.317805,0.0198241,0.0205378,0.0081638,-0.0724527,699.37,1.07157,-1
3921,0,-0.398425,1.4366,0.230808,0.0188351,0.0195063,-0.00282069,-0.0279242,500.645,0.241426,-1
3930,0,-1.36158,0.712722,-0.0876462,0.0196101,0.0203031,-0.016565,-0.0280421,776.374,0.722125,-1
3933,0,-1.15804,1.5774,-0.00899221,0.0202499,0.0204354,0.0355815,0.0760056,537.892,0.370595,-1
3942,0,-0.011274,2.34876,-0.28573,0.0182947,0.0183187,-0.0219823,0.268192,30.4146,0.132061,-1
3944,0,-0.0317168,2.86834,0.0607918,0.0192647,0.0356616,0.0363126,0.04543,89.2046,0.165739,-1
3946,0,-1.30087,3.29348,0.0469777,0.0227831,0.0236865,-0.0383623,0.137217,175.292,0.527628,-1
3953,0,1.11095,5.53144,0.184063,0.0190102,0.0308866,0.0435364,-0.0852014,706.789,1.03905,-1
3963,0,1.18848,2.99365,-0.2444,0.0187477,0.024359,0.00921626,-0.0902768,85.6559,0.578781,-1
3967,0,-1.19292,2.01886,0.27218,0.0199893,0.0217944,-0.00430198,0.0882927,704.211,0.843729,-1
3975,0,1.37786,3.4678,0.221331,0.019631,0.0249381,-0.0127106,-0.00466182,997.384,0.418244,-1
3982,0,-0.347777,0.173168,1.49185,0.0237141,0.0238001,-0.278478,-0.0509929,12.0438,1.09886,-1
422,0,0.648384,5.39729,0.157968,0.0196501,0.0198617,-0.0152918,0.011121,459.255,0.356715,-1
423,0,0.508581,5.17391,0.0673946,0.0185466,0.023119,-0.00579388,-0.189425,104.641,0.923857,-1
3992,0,-0.846905,3.3178,-0.356306,0.0194442,0.0236241,0.0221812,-0.199698,60.0489,0.990878,-1
3993,0,0.874891,3.62068,-0.144788,0.0192476,0.0192243,0.00448945,0.0285123,697.464,0.202108,-1
3995,0,1.23899,2.42372,0.0326518,0.0214595,0.0223662,0.0205899,0.00573362,205.308,0.291192,-1
3996,0,-0.564566,3.58929,0.343695,0.0197425,0.0200274,-0.0313792,-0.057426,323.772,0.623128,-1
4010,0,0.917861,1.64796,0.714833,0.0214518,0.0387576,0.0363056,-0.00060045,42.1489,0.900027,-1
4033,0,-0.599881,2.66057,0.0467948,0.0197314,0.0232137,-0.00299929,-0.0127267,131.992,0.867329,-1
4036,0,1.04462,4.91204,-0.0587172,0.0187986,0.0192849,0.00277795,0.0142546,675.584,0.174094,-1
4038,0,-0.196759,0.0790552,0.892918,0.0224989,0.0202616,0.167758,-0.154402,19.289,1.19751,-1
4039,0,0.600278,5.54009,0.266398,0.0198663,0.0189638,-0.0253711,0.0479351,231.948,0.717328,-1
4041,0,1.32345,5.03153,0.140107,0.0187854,0.0197114,-0.000838967,0.0481593,661.199,0.256052,-1
4054,0,-0.202794,4.78947,0.347852,0.019707,0.0210041,-0.00601094,-0.0456689,346.218,0.662665,-1
4058,0,1.39118,1.25179,0.217594,0.0183701,0.0188889,0.00446519,-0.163792,146.286,0.212781,-1
4060,0,1.27995,5.17707,-0.102375,0.0198252,0.0196866,-0.0150536,-0.145891,146.817,1.1792,-1
4061,0,1.35761,0.256377,0.188038,0.0184933,0.0222045,0.0709082,-0.166201,197.079,0.167705,-1
4065,0,0.575247,2.70583,0.580767,0.0209631,0.0527699,0.00242053,-0.0566162,38.0105,0.795801,-1
4066,0,0.800942,5.704,0.223463,0.0224504,0.023018,-0.0298146,0.0520137,103.899,0.159129,-1
4067,0,0.474863,1.59638,0.463735,0.0186856,0.0190237,-0.0125137,-0.0895042,87.1109,0.265091,-1
4068,0,-0.279861,5.62703,0.217574,0.0187581,0.0184658,0.00561732,0.126401,57.7323,0.2745,-1
4075,0,-0.921456,2.10482,0.369487,0.0224189,0.018424,0.00115853,0.18074,22.1335,0.961939,-1
4099,0,0.804085,2.40115,0.354216,0.0189067,0.0186167,-0.0290851,0.0162262,68.9749,0.130256,-1
4101,0,-0.958401,5.29501,0.180807,0.0187726,0.0193029,0.0063817,0.108376,435.4,0.178399,-1
4112,0,0.804833,3.5504,0.074445,0.0186084,0.0186215,-0.00374657,0.122793,134.412,0.147903,-1
4114,0,0.0132646,2.95931,0.174767,0.0185708,0.0195374,-0.00941545,0.113976,63.6555,0.0993763,-1
4126,0,1.25429,2.48892,0.0324395,0.0188665,0.0232222,-0.019565,-0.0397779,790.473,0.263403,-1
4129,0,1.09632,1.73609,-0.534673,0.0182854,0.0185297,0.00435254,0.108362,83.0282,0.170212,-1
4132,0,0.712864,4.05235,-0.300085,0.0186839,0.0200722,-0.00240949,0.0227237,244.287,0.787024,-1
4143,0,-0.0761687,0.854141,0.253698,0.0230719,0.0636385,0.0133897,0.27288,40.0873,0.904874,-1
4144,0,-1.33316,6.11813,-0.0426797,0.0219751,0.0355115,-0.0674086,0.0218259,200.447,0.467511,-1
4158,0,-0.341512,0.168059,0.147954,0.0234778,0.0231005,-0.252983,-0.328836,19.6061,1.20374,-1
4159,0,-0.405193,3.09765,0.0970568,0.0216012,0.0222642,0.00722961,0.0163212,129.085,0.314019,-1
4168,0,-1.11443,6.18609,0.048823,0.019111,0.0195091,0.011617,0.010044,699.937,0.225894,-1
4187,0,0.141677,2.21206,-0.172334,0.0191385,0.019741,0.00599704,-0.159133,102.743,0.655608,-1
4190,0,-0.535695,4.09399,0.609135,0.0211396,0.0224224,0.00382147,0.04068,71.0835,0.446917,-1
4200,0,1.24571,5.93426,-0.0633292,0.0196015,0.0199251,-0.0194507,-0.0330595,63.1173,1.94296,-1
4202,0,-1.36487,4.37136,-0.0216862,0.0201685,0.019712,0.013685,-0.113549,780.815,0.664559,-1
4203,0,-0.301058,0.27277,0.0424744,0.0211221,0.0182307,-0.00542162,0.277766,20.4424,0.945323,-1
4204,0,0.18431,1.8244,0.637686,0.0221365,0.0236431,-0.253442,-0.267518,15.0618,1.14866,-1
4205,0,0.0959194,5.05373,0.194431,0.0198168,0.0194421,0.00153727,0.0418944,83.7055,0.810687,-1
4216,0,-0.098135,0.695824,-0.284006,0.0228612,0.022814,0.22008,-0.0216921,32.3183,0.663564,-1
4219,0,-1.37678,2.28642,-0.405825,0.018829,0.024572,-0.000321462,-0.078709,172.005,1.4823,-1
4221,0,-0.577494,3.75266,0.085639,0.019096,0.0220326,0.00645946,-0.00512671,289.43,0.597398,-1
4222,0,-0.17253,2.63932,-0.0579554,0.0182796,0.0195023,0.000892923,-0.0550095,41.8667,0.729537,-1
449,0,-1.27274,4.44934,0.454762,0.0210119,0.0544427,0.463302,0.0141946,115.952,0.270789,-1
4238,0,-1.32229,3.35804,0.0596857,0.0192024,0.0298821,-0.20843,0.128491,156.576,0.406856,-1
4239,0,0.609053,4.50778,-0.206706,0.0183823,0.0192461,0.00160225,-0.0945758,42.4569,0.455912,-1
4253,0,0.526476,4.30781,-0.0191694,0.0183041,0.0414021,-0.0036893,0.0506829,50.0091,0.699817,-1
4259,0,1.25999,0.958611,0.0826526,0.0198612,0.0254071,0.00428203,-0.0016692,767.087,1.02254,-1
4270,0,-0.49291,1.79055,0.20493,0.0191233,0.0192923,-0.0145987,-0.0840026,251.329,0.291477,-1
4280,0,-0.358825,0.177861,0.333626,0.021235,0.0240684,-0.207673,0.076999,28.422,0.498396,-1
4281,0,0.800758,4.5741,0.156088,0.0197545,0.0515449,0.0933755,0.0361555,139.517,0.397852,-1
4287,0,0.410891,4.83885,0.069845,0.0198533,0.020175,0.0130136,-0.0355943,479.165,0.781986,-1
4290,0,0.225067,2.70743,-0.545854,0.0182008,0.0282028,0.0851282,0.100438,36.2649,0.515839,-1
4291,0,0.0997257,5.13648,0.27089,0.0198407,0.0199963,-0.00304355,-0.0371902,507.537,0.674163,-1
4296,0,-0.80682,5.19166,-0.0631555,0.0187802,0.018393,0.0116509,0.0336327,52.2561,0.299305,-1
459,0,-0.263847,0.0791423,0.490288,0.0195126,0.0194318,-0.0965314,0.00836241,272.454,0.149978,-1
4309,0,-0.172623,0.146118,-0.337848,0.0178686,0.0403804,-0.0144325,-0.0780159,118.917,0.413734,-1
4331,0,1.272,4.84136,-0.143805,0.0183399,0.0678041,-0.107473,-0.107063,50.4541,1.13277,-1
4339,0,-1.35785,2.85989,0.260543,0.018237,0.0284555,0.00425289,0.0332345,82.3552,0.222373,-1
4340,0,-0.92103,3.76413,0.262649,0.018461,0.0538599,-0.0197175,-0.142212,48.1905,0.359436,-1
4341,0,-0.157536,4.51248,0.15298,0.0185287,0.0512829,0.0654517,-0.0642046,63.1547,0.371779,-1
4349,0,-0.339815,5.06346,0.722416,0.0219695,0.0232635,-0.0602506,-0.258631,110.878,0.174653,-1
4350,0,-1.39312,1.51488,0.231769,0.0223511,0.0239349,0.0254069,-0.0761042,117.778,0.463009,-1
4355,0,0.943542,1.64993,-0.194384,0.0216587,0.0219102,0.217908,-0.187631,22.7314,0.608567,-1
4363,0,0.0114643,0.247308,0.00167806,0.0185157,0.019756,-0.0231347,0.0759802,47.3624,0.665471,-1
4374,0,1.22039,0.0861665,-0.215151,0.0186079,0.0229169,-0.0143602,-0.0381313,381.915,1.07904,-1
4378,0,-0.0387992,0.860113,-0.472353,0.0223028,0.0181644,0.00325734,-0.100332,11.6056,1.21246,-1
468,0,-0.881754,2.9668,0.0710665,0.0233608,0.0333326,0.258101,0.0280297,85.3076,0.368871,-1
470,0,-0.911646,2.10403,-0.129705,0.0204511,0.0181362,-0.0167053,-0.22029,22.4052,0.561553,-1
474,0,-0.92289,2.10522,0.151988,0.0230679,0.018553,-0.00468476,0.334609,36.7082,0.821337,-1
4387,0,-0.704478,0.0180236,0.0962414,0.0217423,0.0203397,0.0839954,0.0965221,78.6058,0.794567,-1
4389,0,0.661553,6.22661,-0.129263,0.0182461,0.0256455,-0.0059102,-0.0600834,101.269,0.520142,-1
4390,0,1.04444,4.11826,0.136222,0.017996,0.0402277,-0.0112193,-0.0194173,60.5182,0.853006,-1
4399,0,-1.2733,3.67662,0.523748,0.0240715,0.0520063,-0.179434,-0.0193971,97.3315,0.78763,-1
4401,0,-0.186269,4.48773,0.147889,0.0217057,0.0227282,-0.0549834,-0.10382,131.399,0.365656,-1
4403,0,-0.556871,2.06669,0.157115,0.0186788,0.0187004,0.00305561,0.100442,72.7634,0.274881,-1
4407,0,-0.541809,1.77013,-0.0906746,0.0186008,0.0189972,0.0132677,-0.0806941,218.649,0.16479,-1
4408,0,0.418454,3.6342,-0.0573571,0.01921,0.0212684,-0.0202111,-0.00273157,495.234,0.361029,-1
4411,0,-0.835421,4.52767,0.942145,0.0202955,0.0178915,0.0075515,-0.021641,11.9864,0.774639,-1
4426,0,-0.712405,0.952948,-0.391608,0.0182486,0.0183628,0.00499289,-0.21048,48.1469,0.192572,-1
4431,0,-0.746208,0.0421956,0.0638361,0.0188855,0.0189812,0.00221599,0.0215116,441.06,0.189167,-1
4437,0,0.306135,1.53385,-0.224124,0.0192899,0.0427905,-0.00158378,-0.0518917,42.0288,0.702304,-1
4440,0,0.276087,0.16644,0.112004,0.0187974,0.0324636,-0.0108888,-0.00929254,172.383,0.474834,-1
4440,1,-0.00876339,2.87187,0.203039,0.0194782,0.019203,-0.0305907,-0.0786506,62.7393,0.183477,-1
4447,0,-0.88718,3.34353,0.100132,0.0191776,0.0210051,-0.000635332,-0.0442012,710.519,0.226556,-1
4448,0,-1.08106,2.43273,-0.0130584,0.018786,0.0186364,0.0166479,0.150567,59.7847,0.337211,-1
4451,0,-0.992162,4.06344,-0.420154,0.0184337,0.0196617,0.0063838,0.132039,127.634,0.395428,-1
4457,0,1.05699,3.23409,0.472565,0.0214321,0.0215059,0.169235,0.0435033,122.344,0.336764,-1
4463,0,1.22252,2.84327,-0.271543,0.0187617,0.0249445,-0.000392567,-0.10103,108.752,0.383968,-1
478,0,0.488393,1.1259,-0.107688,0.0183613,0.0183518,-0.00570319,0.0418777,52.1459,0.195487,-1
4466,0,0.0673945,0.598361,0.0564424,0.018427,0.0199734,-0.00249766,-0.0115365,139.597,0.442993,-1
4471,0,0.98992,0.708764,0.288591,0.0215241,0.0197515,0.0906551,0.0240548,151.716,0.398706,-1
4480,0,-0.493215,0.569408,0.297505,0.0206496,0.0330813,-0.167227,-0.0112315,296.57,1.34307,-1
4481,0,0.280528,5.99469,0.246463,0.0194519,0.0190321,0.00270933,0.0917839,500.672,0.282898,-1
4485,0,-0.891399,3.06094,0.748032,0.0223361,0.0203666,-0.174929,-0.185359,25.0396,0.881488,-1
4493,0,0.612,4.8093,0.0680664,0.018834,0.0197668,-0.0011957,0.0423155,298.405,0.307896,-1
4495,0,-0.0481521,5.25927,0.192287,0.0183229,0.018881,0.00326049,-0.00173421,83.0641,0.228091,-1
4499,0,-0.887666,4.60132,-0.459315,0.0204622,0.0260415,0.208489,-0.193369,22.2698,1.06253,-1
4500,0,-1.35671,2.49118,0.0421327,0.0183582,0.0225854,0.00581322,-0.121426,146.895,0.299538,-1
4504,0,1.09692,3.1388,0.0479392,0.0206748,0.0621892,0.228738,0.018253,75.53,0.386428,-1
4505,0,-0.254866,0.184339,0.297746,0.0204336,0.0190682,0.0899462,-0.186561,49.0366,0.53655,-1
4506,0,-0.890999,2.5914,0.529507,0.0188696,0.0284426,-0.0524423,-0.0190608,545.488,0.166919,-1
4508,0,1.05454,1.42133,0.0258407,0.0196756,0.0188953,0.00114213,-0.0220024,129.083,0.803007,-1
4511,0,0.20295,6.16867,0.0773631,0.0197977,0.0199034,0.0240665,0.122213,450.835,0.471807,-1
4512,0,1.23768,2.42272,-0.164571,0.0209159,0.0253059,0.0182077,0.0552657,201.527,0.336057,-1
4514,0,0.771549,4.86307,-0.173623,0.0201242,0.0373266,0.0938546,0.0413154,194.398,0.786943,-1
4516,0,1.37507,2.54573,-0.195678,0.0182365,0.0260807,-0.00827111,0.0677748,84.064,1.03923,-1
4522,0,-1.16325,5.57138,0.172272,0.0248205,0.0775995,0.276616,-0.178331,80.3244,0.803735,-1
4523,0,0.221635,4.09148,0.08525,0.0194731,0.0199891,0.0151634,0.0293384,407.358,0.448831,-1
